question,paragNo,titleNo
"['kicker', 'portion', 'turf', 'collapse', 'causing', 'miss', 'field', 'goal']",21,0
"['NFL', 'playing', 'field', 'Levi', 'Stadium', 'Super', 'Bowl']",21,0
"['covered', 'new', 'field', 'Levi', 'Stadium']",21,0
"['lot', 'player', 'need', 'change', 'Super', 'Bowl', '50', 'condition', 'field']",21,0
"['player', 'field', 'problem', 'Levi', 'stadium', 'affect', 'field', 'goal', 'week', 'six', 'regular', 'season']",21,0
"['field', 'type', 'usually', 'chosen', 'Super', 'Bowl', 'game']",21,0
"['designated', 'home', 'team', 'Super', 'Bowl']",22,0
"['final', 'score', 'Super', 'Bowl', 'XXXIII']",22,0
"['team', 'lost', 'Super', 'Bowl', 'XXXIII']",22,0
"['color', 'pant', 'Broncos', 'wear', 'Super', 'Bowl', '50']",22,0
"['Elway', 'final', 'game', 'Denver', 'quarterback']",22,0
"['last', 'game', 'Elway', 'played', 'quarterback', 'Denver']",22,0
"['final', 'score', 'Super', 'Bowl', 'XXXIII']",22,0
"['team', 'Denver', 'Broncos', 'play', 'Super', 'Bowl', 'XXXIII']",22,0
"['color', 'Bronco', 'uniform', 'Super', 'Bowl', '50']",22,0
"['jersey', 'Broncos', 'wear', 'Super', 'Bowl', '50']",22,0
"['AFC', 'Champion', 'team', 'wear', 'road', 'jersey', 'Super', 'Bowl']",22,0
"['th', 'elast', 'Super', 'Bowl', 'Broncos', 'wore', 'white', 'uniform']",22,0
"['color', 'jersey', 'Super', 'Bowl', 'XXXII', 'Elway', 'quarterback']",22,0
"['color', 'jersey', 'Denver', '0-4']",22,0
"['Since', 'Denver', 'chose', 'white', 'color', 'Carolina', 'wear', 'Super', 'Bowl', '50']",22,0
"['At', 'university', 'facility', 'Panthers', 'practice']",23,0
"['At', 'university', 'facility', 'Broncos', 'practice']",23,0
"['city', 'Marriott', 'Panthers', 'stay']",23,0
"['city', 'Marriott', 'Broncos', 'stay']",23,0
"['hotel', 'Panthers', 'stay', 'Super', 'Bowl', '50']",23,0
"['name', 'hotel', 'Panthers', 'chose', 'stay', 'Super', 'Bowl', '50']",23,0
"['Panthers', 'practice', 'Super', 'Bowl', '50']",23,0
"['Broncos', 'practice', 'Super', 'Bowl', '50']",23,0
"['Panthers', 'practice', 'Super', 'Bowl']",23,0
"['hotel', 'Panthers', 'stay', 'Super', 'Bowl']",23,0
"['Broncos', 'practice', 'Super', 'Bowl']",23,0
"['hotel', 'Broncos', 'use', 'Super', 'Bowl', '50']",23,0
"['practice', 'place', 'Panthers', 'used', 'Super', 'Bowl']",23,0
"['hotel', 'Panthers', 'stay']",23,0
"['Broncos', 'practice', 'Super', 'Bowl']",23,0
"['Broncos', 'stay', 'Super', 'Bowl', '50']",23,0
"['NFL', 'announce', 'suspension', 'using', 'Roman', 'numeral', 'brand', 'Super', 'Bowl']",24,0
"['first', 'Super', 'Bowl', 'branded', 'Roman', 'numeral']",24,0
"['NFL', 'vice', 'president', 'brand', 'creative']",24,0
"['first', 'Super', 'Bowl', 'use', 'standardized', 'logo', 'template']",24,0
"['trophy', 'featured', 'logo', 'named']",24,0
"['year', 'declared', 'Roman', 'numeral', 'would', 'used', 'name', '50th', 'Super', 'Bowl']",24,0
"['Super', 'Bowl', '50th', 'one', 'begin', 'Roman', 'numeral', 'title']",24,0
"['Roman', 'numeral', 'used', 'naming', '50th', 'Super', 'Bowl', 'one', 'would', 'used']",24,0
"['color', 'number', 'Super', 'Bowl', '50', 'logo']",24,0
"['NFL', 'announce', 'would', 'use', 'Roman', 'number', 'designate', 'Super', 'Bowl', 'number']",24,0
"['Rather', 'Roman', 'numeral', 'NFL', 'decide', 'use']",24,0
"['Roman', 'numeral', '50']",24,0
"['Normally', 'silver', 'color', 'used', 'number', '50']",24,0
"['Roman', 'numeral', 'used', 'denote', 'Super', 'Bowl', 'number']",24,0
"['type', 'numeral', 'latest', 'Super', 'Bowl', 'use', 'designate', 'game', 'number']",24,0
"['Roman', 'numeral', 'going', 'Super', 'Bowl', '51']",24,0
"['color', 'featured', 'promotion', 'related', 'Super', 'Bowl', '50']",25,0
"['sideline', 'jacket', 'hat', 'start', 'feature', 'gold-trimmed', 'logo']",25,0
"['yard', 'marker', 'field', 'painted', 'gold']",25,0
"['color', 'used', 'create', '50-yard', 'line', 'Levi', 'Stadium', 'season', 'leading', 'Super', 'Bowl', '50', 'game']",25,0
"['color', 'football', 'handed', 'variety', 'high', 'school', 'leading', 'Super', 'Bowl', '50']",25,0
"['Because', 'gold', 'theme', 'Super', 'Bowl', '50', 'known']",25,0
"['given', 'high', 'school', 'former', 'student', 'went', 'play', 'coach', 'Super', 'Bowl']",25,0
"['yard', 'line', 'gold', 'color', 'team', 'season']",25,0
"['Since', '50th', 'one', 'theme', 'color', 'Super', 'Bowl']",25,0
"['venue', 'NFL', 'Experience', 'take', 'place']",26,0
"['city', 'Moscone', 'Center', 'located']",26,0
"['mayor', 'San', 'Francisco']",26,0
"['city', 'supervisor', 'San', 'Francisco']",26,0
"['opening', 'Super', 'Bowl', 'City']",26,0
"['people', 'estimated', 'go', 'different', 'game-themed', 'event', 'week', 'prior', 'Super', 'Bowl', '50', 'city', 'held']",26,0
"['mayor', 'San', 'Francisco', 'Super', 'Bowl', '50']",26,0
"['building', 'NFL', 'Experience', 'held', 'Super', 'Bowl', '50']",26,0
"['name', 'event', 'Embarcadero', 'held', 'prior', 'Super', 'Bowl', '50', 'help', 'show', 'thing', 'San', 'Francisco', 'offer']",26,0
"['NFL', 'Experience', 'held', '2015', 'season']",26,0
"['opened', 'January', '30th', 'Justin', 'Herman', 'plaza']",26,0
"['mayor', 'San', 'Francisco']",26,0
"['football', 'associated', 'thing', 'started', 'Justin', 'Herman', 'Plaza', 'January']",26,0
"['people', 'likely', 'visit', 'Justin', 'Herman', 'Plaza', 'week', 'Super', 'Bowl']",26,0
"['said', 'homeless', 'area', 'would', 'leave']",26,0
"['much', 'San', 'Francisco', 'get', 'providing', 'service', 'Super', 'Bowl']",26,0
"['Moscone', 'Center', 'host']",26,0
"['At', 'university', 'Bellomy', 'Field', 'located']",27,0
"['much', 'money', 'spent', 'Super', 'Bowl-related', 'event']",27,0
"['long', 'event', 'Santa', 'Clara', 'Convention', 'Center', 'last']",27,0
"['much', 'money', 'spent', 'festivity', 'Bay', 'area', 'help', 'celebrate', 'coming', 'Super', 'Bowl', '50']",27,0
"['type', 'rally', 'held']",27,0
"['government', 'entity', 'helped', 'pay', 'festivity', 'beyond', 'business', 'individual']",27,0
"['beer', 'wine', 'food', 'festival', 'held', 'prior', 'Super', 'Bowl']",27,0
"['helped', 'find', 'sponsor', 'donor', 'help', 'cost']",27,0
"['set', 'aside', 'seed', 'funding', 'week-long', 'event', 'leading', 'Super', 'Bowl']",27,0
"['cost', 'Super', 'Bowl', 'event', 'San', 'Francisco', 'area']",27,0
"['may', 'called', 'upon', 'fund', 'festival', 'associated', 'Super', 'Bowl', 'Santa', 'Clara']",27,0
"['On', 'day', 'Super', 'Bowl', 'Opening', 'Night', 'held']",28,0
"['On', 'day', 'Super', 'Bowl', 'medium', 'day', 'traditionally', 'take', 'place']",28,0
"['venue', 'hosted', 'Super', 'Bowl', 'Opening', 'Night']",28,0
"['city', 'SAP', 'Center', 'located']",28,0
"['replica', 'landmark', 'present', 'Super', 'Bowl', 'Opening', 'Night']",28,0
"['norm', 'day', 'week', 'traditional', 'Media', 'Day', 'held', 'prior', 'Super', 'Bowl']",28,0
"['day', 'week', 'Media', 'Day', 'held', 'Super', 'Bowl', '50']",28,0
"['name', 'Media', 'Day', 'event', 'Super', 'Bowl', '50']",28,0
"['name', 'property', 'medium', 'event', 'held', 'Super', 'Bowl', '50']",28,0
"['city', 'medium', 'event', 'held', 'Super', 'Bowl', '50']",28,0
"['game', 'medium', 'day', 'usually', 'held']",28,0
"['new', 'name', 'given', 'medium', 'day']",28,0
"['medium', 'day', 'Super', 'Bowl', '50', 'held']",28,0
"['replica', 'used', 'player', 'introduction']",28,0
"['day', 'Super', 'Bowl', '50', 'medium', 'day', 'switched']",28,0
"['medium', 'day', 'called', 'Super', 'Bowl', '50']",28,0
"['new', 'medium', 'day', 'event', 'Super', 'Bowl', '50', 'held']",28,0
"['bridge', 'model', 'Super', 'Bowl', 'Opening', 'Night']",28,0
"['date', 'Super', 'Bowl', 'Opening', 'Night', 'held']",28,0
"['name', 'program', 'provides', 'contracting', 'work', 'local', 'company']",29,0
"['much', 'money', 'raised', 'host', 'committee']",29,0
"['health', 'company', 'Super', 'Bowl', 'sponsor']",29,0
"['clothing', 'company', 'Super', 'Bowl', 'sponsor']",29,0
"['petroleum', 'company', 'Super', 'Bowl', 'sponsor']",29,0
"['committee', 'made', 'effort', 'invite', 'company', 'owned', 'people', 'transgender', 'gay', 'take', 'part', 'contract', 'business', 'associated', 'Super', 'Bowl', '50']",29,0
"['much', 'money', 'committee', 'raise']",29,0
"['committee', 'raise', 'money']",29,0
"['Super', 'Bowl', 'program', 'called', 'give', 'local', 'company', 'business', 'opportunity', 'Super', 'Bowl']",29,0
"['name', 'service', 'get', 'local', 'business', 'contract', 'chance', 'Super', 'Bowl']",29,0
"['According', 'text', 'much', 'money', 'Host', 'Committee', 'raise']",29,0
"['percentage', 'money', 'raised', 'Host', 'Committee', 'used', 'charitable', 'cause']",30,0
"['name', 'Host', 'Committee', 'charitable', 'initiative']",30,0
"['percentage', 'fund', 'given', 'charitable', 'fund', 'cause', 'around', 'San', 'Francisco']",30,0
"['name', 'fund', 'setup', 'help', 'investing', 'community']",30,0
"['Super', 'Bowl', '50', 'Host', 'Committee', 'said', 'would', 'ever']",30,0
"['host', 'committee', 'dedicate', 'local', 'charity']",30,0
"['name', 'fund', 'focus', 'youth', 'community', 'sustainable', 'environment']",30,0
"['percentage', 'money', 'raised', 'earmarked', 'cause', 'San', 'Francisco', 'area']",30,0
"['name', 'work', 'give', 'grant', 'youth', 'development', 'thing']",30,0
"['trophy', 'given', 'Super', 'Bowl', 'champion', 'named']",31,0
"['50', 'given', 'Super', 'Bowl', 'winner', 'plated', 'karat', 'gold']",31,0
"['50', 'given', 'Super', 'Bowl', 'winner', 'weigh', 'pound']",31,0
"['designed', '50']",31,0
"['designed', 'Vince', 'Lombardi', 'Trophy']",31,0
"['name', 'trophy', 'given', 'anyone', 'play', 'winning', 'team', 'Super', 'Bowl']",31,0
"['number', '50', 'plated']",31,0
"['designer', '50']",31,0
"['name', 'trophy', 'Super', 'Bowl', 'winner', 'receive']",31,0
"['design', '50', 'well', 'Trophy']",31,0
"['On', 'television', 'station', 'American', 'viewer', 'watch', 'game']",32,0
"['Jim', 'Nantz', 'member', 'game', 'lead', 'broadcast', 'team']",32,0
"['shared', 'sideline', 'duty', 'Evan', 'Washburn']",32,0
"['camera', 'EyeVision', '360', 'utilize']",32,0
"['resolution', 'camera', 'used', 'EyeVision', '360', 'system']",32,0
"['different', 'TV', 'network', 'considered', 'principal', 'partner', 'come', 'broadcasting', 'NFL', 'event']",32,0
"['Tracy', 'Wolfson', 'announcing', 'Super', 'Bowl', '50', 'game']",32,0
"['New', 'camera', 'introduced', 'game', 'degree', 'view', 'provide', 'viewer']",32,0
"['resolution', 'camera', 'increased', 'game']",32,0
"['Evan', 'Washburn', 'located', 'announcing', 'game']",32,0
"['television', 'network', 'aired', 'Super', 'Bowl']",32,0
"['broadcast', 'television', 'partner', 'NFL']",32,0
"['network', 'aired', 'Super', 'Bowl', '50']",32,0
"['announcer', 'Super', 'Bowl', '50']",32,0
"['Super', 'Bowl', '50', 'sideline', 'announcer']",32,0
"['resolution', 'Eyevision', 'camera', 'changed']",32,0
"['put', 'pylon', 'Super', 'Bowl', '50']",32,0
"['network', 'broadcast', 'game', 'Spanish']",33,0
"['reported', 'sideline', 'ESPN', 'Deportes']",33,0
"['provided', 'Spanish-language', 'commentary', 'alongside', 'Raul', 'Allegre']",33,0
"['On', 'date', 'ESPN', 'Deportes', 'announce', 'deal', 'CBS', 'NFL']",33,0
"['language', 'ESPN', 'Deportes', 'broadcast', 'game']",33,0
"['TV', 'network', 'broadcasted', 'Super', 'Bowl', '50', 'Spanish']",33,0
"['exclusively', 'broadcast', 'game', 'Spanish', 'reaching', 'agreement', 'NFL', 'CBS']",33,0
"['sideline', 'reporter', 'ESPN', 'Deportes']",33,0
"['agency', 'Spanish', 'version', 'Super', 'Bowl']",33,0
"['ESPN', 'Deportes', 'commentator', 'Super', 'Bowl', '50']",33,0
"['ESPN', 'Deportes', 'sideline', 'commentator', 'Super', 'Bowl', '50']",33,0
"['service', 'Verizon', 'customer', 'need', 'use', 'stream', 'game', 'smartphones']",34,0
"['On', 'service', 'ESPN', 'Deportes', 'broadcast', 'streamed']",34,0
"['CBS', 'website', 'provided', 'stream']",34,0
"['On', 'game', 'console', 'CBS', 'Sports', 'app', 'available']",34,0
"['version', 'Windows', 'supported', 'CBS', 'sport', 'app']",34,0
"['domain', 'name', 'site', 'streamed', 'Super', 'Bowl', '50', 'game']",34,0
"['game', 'console', 'viewer', 'stream', 'game']",34,0
"['smartphone', 'customer', 'people', 'stream', 'game', 'phone']",34,0
"['app', 'viewer', 'use', 'watch', 'game', 'smartphones']",34,0
"['wireless', 'company', 'exclusive', 'streaming', 'right', 'mobile', 'phone']",34,0
"['mobile', 'service', 'Verizon', 'customer', 'able', 'watch', 'Super', 'Bowl', '50', 'phone']",34,0
"['CBS', 'provide', 'Super', 'Bowl', '50', 'broadcast', 'website', 'apps', 'medium', 'player']",34,0
"['cellular', 'carrier', 'contract', 'Super', 'Bowl', 'shown', 'smartphones']",34,0
"['ESPN', 'Deportes', 'Spanish', 'version', 'Super', 'Bowl', '50', 'available']",34,0
"['talk', 'show', 'followed', 'immediately', 'Super', 'Bowl', '50', 'CBS']",35,0
"['show', 'aired', 'CBS', 'late', 'local', 'programming']",35,0
"['late', 'night', 'comedy', 'host', 'show', 'played', 'immediately', 'Super', 'Bowl', '50', 'ended']",35,0
"['CBS', 'talk', 'show', 'played', 'main', 'one', 'began', 'immediately', 'Super', 'Bowl', '50']",35,0
"['CBS', 'show', 'followed', 'Super', 'Bowl']",35,0
"['followed', 'Late', 'Show', 'Stephen', 'Colbert']",35,0
"['followed', 'late', 'local', 'programming', 'Super', 'Bowl', '50']",35,0
"['base', 'rate', '30-second', 'ad', 'Super', 'Bowl', '50']",36,0
"['beverage', 'company', 'signed', 'contract', 'allowing', 'broadcast', 'ad', 'discount']",36,0
"['brand', 'sponsored', 'Crash', 'Super', 'Bowl', 'contest']",36,0
"['anniversary', 'Pokémon', 'franchise', 'celebrated', 'Super', 'Bowl']",36,0
"['starting', 'cost', 'TV', 'commercial', 'lasting', '30', 'second', 'airing', 'Super', 'Bowl', '50']",36,0
"['company', 'given', 'permission', 'air', 'TV', 'commercial', 'Super', 'Bowl', '50', 'discounted', 'price']",36,0
"['company', 'held', 'contest', 'whereupon', 'contestant', 'enter', 'chance', 'commercial', 'shown', 'Super', 'Bowl', '50']",36,0
"['video', 'gaming', 'company', 'debuted', 'ad', 'first', 'time', 'Super', 'Bowl', '50']",36,0
"['made', 'Super', 'Bowl', 'commercial', 'debut', 'Nintendo']",36,0
"['company', 'able', 'air', 'multiple', 'ad', 'steep', 'discount']",36,0
"['company', 'held', 'contest', 'fan', 'create', 'ad', 'company']",36,0
"['company', 'last', 'year', 'getting', 'Super', 'Bowl', 'commercial', 'big', 'discount']",36,0
"['company', 'last', 'Super', 'Bowl', 'would', 'let', 'customer', 'opportunity', 'get', 'commercial', 'idea', 'aired']",36,0
"['Doritos', 'customer', 'Super', 'Bowl', 'ad', 'campaign', 'called']",36,0
"['name', 'contest', 'sponsored', 'QuickBooks']",37,0
"['company', 'free', 'advertisement', 'due', 'QuickBooks', 'contest']",37,0
"['long', 'Death', 'Wish', 'Coffee', 'commercial']",37,0
"['Besides', 'Death', 'Wish', 'Coffee', 'competitor', 'participated', 'contest']",37,0
"['company', 'contest', 'ad', 'shown', 'free', 'Super', 'Bowl', '50']",37,0
"['contestant', 'company', 'ad', 'shown', 'free', 'beat']",37,0
"['company', 'sponsored', 'contest', 'called', 'Small', 'Business', 'Big', 'Game']",37,0
"['company', 'commercial', 'aired', 'free', 'result', 'Quickbooks', 'contest']",37,0
"['company', 'part', 'Quickbooks', 'contest']",37,0
"['company', 'contest', 'win', 'free', 'Super', 'Bowl', 'commercial']",37,0
"['competition', 'get', 'free', 'Super', 'Bowl', 'commercial', 'aired']",37,0
"['Universal', 'trailer', 'debuted', 'Super', 'Bowl']",38,0
"['Lionsgate', 'trailer', 'shown', 'Super', 'Bowl']",38,0
"['Along', '10', 'Cloverfield', 'Lane', 'Paramount', 'trailer', 'appeared', 'Super', 'Bowl']",38,0
"['subtitle', 'Independence', 'Day', 'movie', 'trailer', 'Super', 'Bowl']",38,0
"['film', 'Lionsgate', 'pay', 'trailer', 'aired', 'Super', 'Bowl']",38,0
"['Paramount', 'paid', 'fo', '10', 'Cloverfield', 'Lane', 'film', 'trailer', 'aired', 'game']",38,0
"['Universal', 'Paid', 'Secret', 'Life', 'Pets', 'film', 'trailer']",38,0
"['Disney', 'paid', 'Jungle', 'Book', 'Alice', 'Through', 'Looking', 'Glass', 'film', 'trailer', 'aired', 'game']",38,0
"['famous', 'July', 'Fourth', 'holiday', 'movie', 'Fox', 'pay', 'advertise', 'sequel', 'Super', 'Bowl']",38,0
"['movie', 'company', 'paid', 'next', 'Jason', 'Bourne', 'movie', 'ad', 'shown', 'Super', 'Bowl']",38,0
"['company', 'paid', 'Super', 'Bowl', '50', 'ad', 'show', 'trailer', 'X-Men', 'Apocalypse']",38,0
"['radio', 'network', 'carried', 'Super', 'Bowl']",39,0
"['play-by-play', 'Westwood', 'One']",39,0
"['handled', 'pre-game', 'coverage', 'Westwood', 'One']",39,0
"['Along', 'Dan', 'Fouts', 'served', 'color', 'analyst', 'radio', 'broadcast']",39,0
"['shared', 'sideline', 'reporting', 'duty', 'Mark', 'Malone']",39,0
"['color', 'analyst', 'involved', 'Super', 'Bowl', '50']",39,0
"['announced', 'game', 'play-by-play', 'Super', 'Bowl', '50']",39,0
"['carry', 'game', 'throughout', 'North', 'America']",39,0
"['play-by-play', 'announcer', 'game']",39,0
"['covered', 'halftime', 'coverage']",39,0
"['announcer', 'Westwood', 'One', 'Super', 'Bowl', '50', 'coverage']",39,0
"['Westwood', 'one', 'color', 'analyst']",39,0
"['Westwood', 'One', 'sideline', 'announcer']",39,0
"['Jim', 'Gray', 'cover']",39,0
"['area', 'Westwood', 'One', 'broadcast', 'cover']",39,0
"['radio', 'station', 'located', '103.5FM', 'dial', 'Denver']",40,0
"['handled', 'play-by-play', 'Denver', 'radio', 'market']",40,0
"['frequency', 'radio', 'station', 'WBT', 'North', 'Carolina']",40,0
"['city', 'WBT-FM', 'located']",40,0
"['play-by-play', 'WBT', 'broadcast']",40,0
"['handled', 'play-by-play', 'Denver', 'radio', 'station']",40,0
"['handled', 'color', 'commentary', 'Denver', 'radio', 'station']",40,0
"['station', 'covered', 'game', 'North', 'Carolina']",40,0
"['handled', 'play-by-play', 'WBT']",40,0
"['two', 'radio', 'station', 'Denver', 'carried', 'Super', 'Bowl', '50']",40,0
"['radio', 'station', 'South', 'Carolina', 'carried', 'Super', 'Bowl', '50', 'game']",40,0
"['BBC', 'radio', 'station', 'carry', 'game', 'United', 'Kingdom']",41,0
"['Aside', 'BBC', 'Radio', '5', 'radio', 'station', 'broadcast', 'game']",41,0
"['make', 'BBC', 'commentary', 'team', 'Greg', 'Brady', 'Rocky', 'Boiman']",41,0
"['British', 'TV', 'network', 'carry', 'Super', 'Bowl']",41,0
"['British', 'commentator', 'include', 'Darren', 'Fletcher', 'Rocky', 'Boiman', 'else']",41,0
"['Most', 'Valuable', 'Player', 'Super', 'Bowl', 'II']",42,0
"['player', 'MVP', 'Super', 'Bowl', 'V']",42,0
"['Most', 'Valuable', 'Player', 'Super', 'Bowl', 'XLI']",42,0
"['year', 'Harvey', 'Martin', 'die']",42,0
"['present', 'quarterback', 'Broncos']",42,0
"['prior', 'Super', 'Bowl', 'MVPs', 'appeared', 'together', 'pregame', 'show']",42,0
"['former', 'MVP', 'shown', 'locker', 'room']",42,0
"['MVP', 'died', '2001']",42,0
"['player', 'awarded', 'Most', 'Valuable', 'Player', 'distinction', 'Super', 'Bowl']",42,0
"['former', 'MVP', 'honoree', 'present', 'pregame', 'ceremony']",42,0
"['MVP', 'Super', 'Bowl', 'II']",42,0
"['MVP', 'Super', 'Bowl', 'XLI']",42,0
"['MVP', 'honoree', 'died', '2001']",42,0
"['Grammys', 'Lady', 'Gaga']",43,0
"['Lady', 'Gaga', 'sing']",43,0
"['award', 'Marlee', 'Matlin']",43,0
"['Marlee', 'Matlin', 'translate']",43,0
"['Into', 'language', 'Marlee', 'Matlin', 'translate', 'national', 'anthem']",43,0
"['sang', 'national', 'anthem']",43,0
"['actress', 'ASL', 'translation', 'game']",43,0
"['National', 'Anthem', 'Super', 'Bowl', '50']",43,0
"['actor', 'sign', 'language', 'National', 'Anthem', 'Superbowl', '50']",43,0
"['Super', 'Bowl', '50', 'National', 'Anthem']",43,0
"['Grammy', 'Award', 'text', 'say', 'Lady', 'Gaga']",43,0
"['sign', 'language', 'National', 'Anthem', 'Super', 'Bowl', '50']",43,0
"['On', 'date', 'NFL', 'announce', 'Coldplay', 'would', 'headline', 'halftime', 'show']",44,0
"['nationality', 'band', 'Coldplay']",44,0
"['At', 'Super', 'Bowl', 'Beyoncé', 'headline', 'halftime', 'show']",44,0
"['name', 'single', 'Coldplay', 'Beyoncé', 'collaborated']",44,0
"['previous', 'Super', 'Bowl', 'halftime', 'show', 'Bruno', 'Mars', 'headline']",44,0
"['lead', 'halftime', 'show', 'Super', 'Bowl', '50']",44,0
"['company', 'confirmed', 'Beyoncé', 'would', 'participate', 'Super', 'Bowl', '50', 'halftime', 'show']",44,0
"['song', 'Coldplay', 'Beyoncé', 'collaborate', 'Super', 'Bowl', '50', 'halftime', 'show']",44,0
"['headlined', 'Super', 'Bowl', '50', 'halftime', 'show']",44,0
"['On', 'January', '7', '2016', 'confirmed', 'start', 'would', 'join', 'Coldplay', 'halftime', 'show']",44,0
"['single', 'Beyoncé', 'Coldplay', 'collaborate']",44,0
"['former', 'halftime', 'show', 'performer', 'joined', 'Coldplay', 'Beyoncé', 'Super', 'Bowl', '50', 'halftime', 'show']",44,0
"['team', 'received', 'opening', 'kickoff']",45,0
"['receiving', 'end', '22-yard', 'pas', 'Peyton', 'Manning']",45,0
"['lost', '3', 'yard', 'tackle', 'Shaq', 'Thompson']",45,0
"['kicked', 'field', 'goal', 'Denver']",45,0
"['ran', 'ball', 'twice', '20', 'yard', 'drive']",45,0
"['yard', 'pas', 'first', 'drive']",45,0
"['tackled', 'Ronnie', 'Hillman', 'loss', 'yardage']",45,0
"['kicked', 'field', 'goal', 'Denver', 'first', 'drive', 'Super', 'Bowl', '50']",45,0
"['first', 'time', 'Carolina', 'team', 'faced', 'post', 'season']",45,0
"['team', 'first', 'kickoff']",45,0
"['Peyton', 'Manning', 'complete', '18', 'yard', 'pas', 'opening', 'drive']",45,0
"['Denver', 'player', 'took', 'ball', 'Panthers', '14', 'yard', 'line']",45,0
"['scored', 'first', 'point', 'Denver']",45,0
"['Carolina', 'face', 'opening', 'drive', 'faced', 'entire', 'postseason']",45,0
"['former', 'referee', 'served', 'analyst', 'CBS']",46,0
"['Whose', 'pas', 'Jerricho', 'Cotchery', 'ruled', 'incomplete']",46,0
"['stripped', 'ball', 'Cam', 'Newton', 'sacking', 'drive']",46,0
"['player', 'recovered', 'possession', 'ball', 'end', 'zone']",46,0
"['Super', 'Bowl', 'last', 'fumble', 'returned', 'touchdown']",46,0
"['received', 'pas', 'ruled', 'incomplete', 'confirmed', 'challenge']",46,0
"['analyst', 'agree', 'ruling', 'incomplete', 'pas']",46,0
"['according', 'text', 'caused', 'Cam', 'Newton', 'lose', 'ball', 'tackle']",46,0
"['received', 'ball', 'cam', 'Newton', 'lost', 'tackle', 'make', 'Denver', 'touchdown']",46,0
"['year', 'last', 'time', 'fumble', 'return', 'touchdown', 'like', 'occurred']",46,0
"['retired', 'ref', 'disagreed', 'outcome', 'challenge', 'incomplete', 'pas']",46,0
"['sacked', 'Newton', 'play', 'challenge']",46,0
"['recovered', 'fumble', 'ran', 'ball', 'touchdown']",46,0
"['last', 'time', 'fumble', 'return', 'touchdown', 'happened', 'Super', 'Bowl']",46,0
"['ran', 'Carolina', 'touchdown', 'make', 'score', '10–7']",47,0
"['punted', 'ball', 'Carolina']",47,0
"['yard', 'Brad', 'Nortman', 'punt', 'travel']",47,0
"['yard', 'Jordan', 'Norwood', 'return', 'punt', 'set', 'Super', 'Bowl', 'record']",47,0
"['yard', 'McManus', 'field', 'goal']",47,0
"['passing', 'yard', 'Cam', 'Newton', 'get', '4', '4', 'pass']",47,0
"['got', 'touchdown', 'making', 'score', '10-7']",47,0
"['much', 'time', 'left', 'quarter', 'Stewart', 'got', 'touchdown']",47,0
"['got', '61-yard', 'return', 'player', 'thought', 'called', 'fair', 'catch']",47,0
"['yard', 'field', 'goal', 'made', 'score', '13-7', 'Super', 'Bowl', '50']",47,0
"['scored', 'Panthers', 'first', 'touchdown']",47,0
"['Denver', 'score', 'end', 'drive']",47,0
"['tackled', 'Mike', 'Tolbert', 'caused', 'fumble']",48,0
"['position', 'Danny', 'Trevathan', 'play']",48,0
"['Panther', 'tipped', 'Manning', 'pas', 'picked']",48,0
"['sacked', 'first', 'half', 'clock', 'expired']",48,0
"['sacked', 'Cam', 'Newton', 'end', 'half']",48,0
"['fumbled', 'ball', 'tackled', 'Darian', 'Stewart']",48,0
"['tipped', 'Peyton', 'pas', 'interception']",48,0
"['yard', 'interception', 'gain', 'ball', 'tipped', 'away', 'Manning']",48,0
"['tackled', 'Carolina', 'Panthers', 'quarterback', 'end', 'first', 'half']",48,0
"['fullback', 'fumbled', 'ball', 'Darian', 'Stewart', 'tackle']",48,0
"['recovered', 'Tolbert', 'fumble']",48,0
"['intercepted', 'Manning', 'pas', 'giving', 'ball', 'back', 'Panthers']",48,0
"['drive', 'end', 'Panthers']",48,0
"['sacked', 'Newton', '11', 'second', 'left', 'first', 'half']",48,0
"['receiving', 'end', '45-yard', 'pas', 'Cam', 'Newton']",49,0
"['missed', 'field', 'goal', 'Panthers']",49,0
"['yard', 'missed', 'field', 'goal']",49,0
"['kicker', 'successful', '33-yard', 'field', 'goal']",49,0
"['picked', 'Cam', 'Newton', 'subsequently', 'fumbled', 'ball']",49,0
"['Newton', 'complete', '45', 'yard', 'pas', 'opening', 'drive', 'second', 'half']",49,0
"['Gano', 'hit', '44-yard', 'field', 'goal', 'attempt']",49,0
"['Broncos', 'player', 'intercepted', 'Newton', 'Panthers', 'next', 'set', 'down']",49,0
"['recovered', 'Ward', 'fumble']",49,0
"['Newton', 'get', 'pas', 'Panther', 'starting', 'play', 'Super', 'Bowl', '50']",49,0
"['yard', 'line', 'Broncos', 'stop', 'Panthers', 'first', 'offensive', 'drive', 'Super', 'Bowl', '50']",49,0
"['hit', 'goal', 'post', 'field', 'goal', 'attempt']",49,0
"['caught', 'two', 'pass', 'Manning', 'failed', 'Carolina', 'field', 'goal', 'attempt']",49,0
"['recovered', 'Manning', 'fumble']",50,0
"['Graham', 'Gano', 'kicked', 'field', 'goal', 'yard']",50,0
"['caught', '16-yard', 'pas', 'drive']",50,0
"['12-yard', 'rush', 'drive']",50,0
"['Early', 'fourth', 'quarter', 'Broncos', 'drove', 'yard', 'line', 'Panthers']",50,0
"['knocked', 'ball', 'Manning', 'hand', 'next', 'play']",50,0
"['ball', 'recovered']",50,0
"['next', 'three', 'drive', 'result']",50,0
