word,questionNo,paragraphNo,titleNo,count Repeat,question belongs to paragraph,question belongs to paragraph in title
would require,1901,24,14,1,5,5
student discipline,1903,5,5,1,5,5
teacher colleges,1907,6,5,1,6,5
teacher must,1911,0,5,1,7,5
good standing,1911,7,5,1,7,5
many situations,1911,7,5,1,7,5
disciplinary action,1912,7,5,1,7,5
accrediting teacher,1913,7,5,1,7,5
teacher education,1913,7,5,1,7,5
education programs,1913,7,5,1,7,5
accrediting teacher education,1913,7,5,1,7,5
teacher education programs,1913,7,5,1,7,5
one person,1915,83,3,1,8,5
another way,1918,3,4,1,9,5
different ways,1919,19,4,1,9,5
way teachers,1921,9,5,1,9,5
teachers teach,1921,25,5,1,9,5
teach classroom,1921,38,5,1,9,5
would decide,1924,33,15,1,10,5
student teacher,1926,28,5,1,10,5
teacher may,1927,10,5,2,10,5
function teacher,1932,11,5,1,11,5
teaching relationship,1933,12,5,1,12,5
primary secondary,1933,45,5,1,12,5
secondary school,1933,12,5,1,12,5
primary secondary school,1933,45,5,1,12,5
primary school,1934,5,3,2,12,5
secondary schools,1935,12,5,1,12,5
role teacher,1937,0,5,1,12,5
approaches primary,1938,13,5,1,13,5
one specialist,1939,13,5,1,13,5
specialist another,1939,13,5,1,13,5
one specialist another,1939,13,5,1,13,5
new trend,1943,14,5,1,14,5
many teachers,1944,22,5,1,14,5
co teaching,1944,14,5,3,14,5
co teachers,1946,14,5,1,14,5
teachers work,1946,14,5,1,14,5
fulfill needs,1946,14,5,1,14,5
needs students,1946,11,5,1,14,5
co teachers work,1946,14,5,1,14,5
school discipline,1948,15,5,1,15,5
corporal punishment,1951,15,5,1,15,5
common form,1953,43,2,1,16,5
us states,1958,17,5,1,17,5
punishment usually,1962,17,5,1,17,5
official corporal,1963,18,5,1,18,5
official corporal punishment,1963,18,5,1,18,5
uk ireland,1967,19,5,1,19,5
pupil remain,1968,19,5,1,19,5
requires pupil,1969,19,5,1,19,5
positive reinforcement,1972,20,5,1,20,5
teachers expected,1975,20,5,1,20,5
countries used,1977,36,3,1,21,5
problems modern,1978,21,5,1,21,5
modern schooling,1978,21,5,1,21,5
problems modern schooling,1978,21,5,1,21,5
standardized tests,1980,22,5,1,22,5
classroom discipline,1982,22,5,1,22,5
codes behavior,1983,22,5,1,22,5
class sizes,1984,23,5,1,23,5
maintaining order,1985,23,5,1,23,5
popularly based,1990,24,5,1,24,5
based authority,1990,24,5,1,24,5
popularly based authority,1990,24,5,1,24,5
public order,1992,24,5,1,24,5
entire school,1993,24,5,1,24,5
school community,1993,24,5,2,24,5
entire school community,1993,24,5,1,24,5
towards course,1994,25,5,3,25,5
course materials,1994,25,5,5,25,5
towards course materials,1994,25,5,2,25,5
student motivation,1998,28,5,1,26,5
motivation learn,1998,26,5,2,26,5
students exposed,1999,6,31,1,26,5
enthusiastic teacher,1999,26,5,1,26,5
nonverbal expressions,2002,26,5,1,26,5
enthusiastic teachers,2003,25,5,1,27,5
teachers may,2003,0,5,1,27,5
may cause,2003,12,34,1,27,5
learning process,2003,27,5,1,27,5
enthusiastic teachers may,2003,27,5,1,27,5
motivational embellishment,2004,27,5,1,27,5
student interest,2006,27,5,2,27,5
relationships enthusiastic,2008,28,5,1,28,5
relationships enthusiastic teachers,2008,28,5,1,28,5
academic goals,2009,28,5,1,28,5
guide student,2010,28,5,1,28,5
teacher relationships,2011,28,5,1,28,5
student teacher relationships,2011,28,5,1,28,5
build stronger,2013,29,5,1,29,5
teachers spend,2014,29,5,1,29,5
spend time,2014,29,5,1,29,5
teachers spend time,2014,29,5,1,29,5
teacher enthusiasm,2016,26,5,1,30,5
subject matter,2017,26,5,1,30,5
may create,2018,30,5,1,30,5
create spark,2018,30,5,1,30,5
may create spark,2018,30,5,1,30,5
received unwanted,2022,31,5,1,31,5
unwanted sexual,2022,31,5,1,31,5
sexual attention,2022,31,5,1,31,5
received unwanted sexual,2022,31,5,1,31,5
unwanted sexual attention,2022,31,5,1,31,5
time period,2024,7,21,1,31,5
prevalence sexual,2026,32,5,1,32,5
sexual abuse,2026,32,5,2,32,5
prevalence sexual abuse,2026,32,5,1,32,5
80 000,2029,32,5,1,32,5
000 schools,2029,32,5,1,32,5
80 000 schools,2029,32,5,1,32,5
teacher misconduct,2030,33,5,1,33,5
general secretary,2033,34,5,1,34,5
secretary national,2033,34,5,1,34,5
national association,2033,34,5,1,34,5
association schoolmasters,2033,34,5,1,34,5
schoolmasters union,2033,34,5,1,34,5
union women,2033,34,5,1,34,5
women teachers,2033,34,5,1,34,5
general secretary national,2033,34,5,1,34,5
secretary national association,2033,34,5,1,34,5
national association schoolmasters,2033,34,5,1,34,5
association schoolmasters union,2033,34,5,1,34,5
schoolmasters union women,2033,34,5,1,34,5
union women teachers,2033,34,5,1,34,5
chris keates,2034,34,5,1,34,5
mental physical,2037,35,5,1,35,5
physical health,2037,35,5,1,35,5
mental physical health,2037,35,5,1,35,5
occupational stress,2038,35,5,1,35,5
high risk,2039,35,5,1,35,5
result change,2040,7,33,1,35,5
2000 study,2042,36,5,1,36,5
much higher,2044,45,5,1,36,5
double rate,2045,36,5,1,36,5
rate anxiety,2045,36,5,1,36,5
double rate anxiety,2045,36,5,1,36,5
2012 study,2046,36,5,1,36,5
teachers experienced,2046,36,5,2,36,5
many ways,2047,13,1,1,37,5
help reduce,2047,13,13,1,37,5
providing support,2048,37,5,1,37,5
support networks,2048,37,5,1,37,5
providing support networks,2048,37,5,1,37,5
stress management,2049,37,5,1,37,5
management training,2049,37,5,1,37,5
stress management training,2049,37,5,1,37,5
changing work,2051,37,5,1,37,5
work environment,2051,37,5,1,37,5
changing work environment,2051,37,5,1,37,5
high school,2054,25,0,1,38,5
addition certification,2055,38,5,1,38,5
background check,2056,38,5,1,38,5
country australia,2057,9,44,1,39,5
secondary education,2059,39,5,1,39,5
tertiary education,2060,39,5,1,39,5
private school,2064,40,5,1,40,5
elementary schools,2067,41,5,1,41,5
teacher salary,2068,40,5,1,41,5
level secondary,2069,41,5,2,41,5
schools called,2069,9,30,1,41,5
level secondary schools,2069,41,5,2,41,5
basic pay,2071,42,5,1,42,5
teacher 25,2072,42,5,1,42,5
25 years,2072,42,5,1,42,5
years experience,2072,42,5,1,42,5
teacher 25 years,2072,42,5,1,42,5
teachers required,2074,43,5,1,43,5
teaching council,2075,43,5,3,43,5
council act,2075,43,5,1,43,5
teaching council act,2075,43,5,1,43,5
act passed,2076,82,24,1,43,5
cannot used,2077,14,8,1,43,5
vetting introduced,2078,44,5,1,44,5
high end,2082,24,22,1,45,5
salaries go,2083,45,5,1,45,5
would expected,2090,15,39,1,46,5
graduate profession,2093,47,5,1,47,5
universities offer,2094,47,5,1,47,5
initial teacher,2094,47,5,1,47,5
education ite,2094,47,5,1,47,5
initial teacher education,2094,47,5,1,47,5
teacher education ite,2094,47,5,1,47,5
provisional registration,2096,47,5,1,47,5
salary year,2097,48,5,1,48,5
years service,2099,42,5,1,48,5
areas united,2102,21,26,1,49,5
areas united kingdom,2102,21,26,1,49,5
students required,2104,17,31,2,49,5
primary schools,2105,12,5,1,49,5
schools used,2105,49,5,1,49,5
used welsh,2105,49,5,1,49,5
primary schools used,2105,49,5,1,49,5
schools used welsh,2105,49,5,1,49,5
welsh medium,2106,49,5,1,49,5
medium education,2106,49,5,1,49,5
education available,2106,49,5,1,49,5
welsh medium education,2106,49,5,1,49,5
medium education available,2106,49,5,1,49,5
teachers wales,2107,50,5,2,50,5
average age,2108,50,5,1,50,5
age teachers,2108,50,5,1,50,5
average age teachers,2108,50,5,1,50,5
age teachers wales,2108,50,5,1,50,5
attacks teachers,2109,50,5,1,50,5
teachers highest,2109,52,5,1,50,5
public school,2114,40,5,1,51,5
school teacher,2114,15,5,1,51,5
may require,2115,7,5,1,51,5
require teachers,2115,7,5,1,51,5
teachers certified,2115,51,5,1,51,5
may require teachers,2115,7,5,1,51,5
require teachers certified,2115,51,5,1,51,5
meet standards,2116,51,5,1,51,5
standards highly,2116,51,5,1,51,5
highly qualified,2116,51,5,1,51,5
meet standards highly,2116,51,5,1,51,5
standards highly qualified,2116,51,5,1,51,5
teachers paid,2117,52,5,1,52,5
recent years,2118,50,5,1,52,5
report 12,2120,52,5,1,52,5
12 teachers,2120,52,5,1,52,5
teachers teachers,2120,29,5,1,52,5
teachers lowest,2120,52,5,1,52,5
lowest median,2120,52,5,1,52,5
median salary,2120,52,5,3,52,5
report 12 teachers,2120,52,5,1,52,5
teachers lowest median,2120,52,5,1,52,5
lowest median salary,2120,52,5,1,52,5
lesson plans,2121,52,5,1,52,5
religious spiritual,2122,3,5,1,53,5
spiritual teachers,2122,3,5,1,53,5
teachers christianity,2122,53,5,1,53,5
religious spiritual teachers,2122,3,5,1,53,5
three major,2125,53,5,1,53,5
major traditions,2125,53,5,1,53,5
three major traditions,2125,53,5,1,53,5
church jesus,2126,54,5,1,54,5
jesus christ,2126,54,5,1,54,5
jesus christ,2126,93,6,1,54,5
christ latter,2126,54,5,1,54,5
latter day,2126,54,5,2,54,5
day saints,2126,54,5,2,54,5
church jesus christ,2126,54,5,1,54,5
jesus christ latter,2126,54,5,1,54,5
christ latter day,2126,54,5,1,54,5
latter day saints,2126,54,5,2,54,5
spiritual teacher,2127,54,5,2,54,5
lds church,2127,54,5,4,54,5
mentorship lds,2128,54,5,1,54,5
mentorship lds church,2128,54,5,1,54,5
spiritual mentorship,2129,54,5,1,54,5
priesthood representatives,2130,54,5,1,54,5
high low,2132,34,11,1,55,5
common spiritual,2134,54,5,1,55,5
mentorship extremely,2134,55,5,1,55,5
extremely high,2134,55,5,1,55,5
spiritual mentorship extremely,2134,55,5,1,55,5
mentorship extremely high,2134,55,5,1,55,5
tibetan buddhism,2135,56,5,1,56,5
bodhisattva vow,2137,56,5,1,56,5
proper way,2140,57,5,1,57,5
martin luther,2145,0,6,1,0,6
teaching luther,2147,19,6,1,0,6
luther reject,2147,65,6,1,0,6
luther refused,2149,28,6,1,0,6
retract writings,2149,0,6,1,0,6
good deeds,2150,1,6,1,1,6
god grace,2151,1,6,1,1,6
knowledge god,2153,1,6,1,1,6
baptized christians,2154,1,6,1,1,6
german culture,2155,2,6,1,2,6
luther translation,2156,54,6,1,2,6
translation bible,2156,2,6,1,2,6
german language,2156,2,6,1,2,6
english translation,2157,2,6,1,2,6
bible luther,2157,71,6,1,2,6
luther hymns,2158,51,6,1,2,6
luther born,2160,3,6,1,3,6
martin luther born,2160,3,6,1,3,6
saxony part,2162,3,6,1,3,6
university erfurt,2166,4,6,1,4,6
every day,2167,5,1,1,4,6
reason could,2174,5,6,2,5,6
reason could used,2174,5,6,1,5,6
bolt struck,2175,6,6,1,6,6
struck near,2175,6,6,1,6,6
bolt struck near,2175,6,6,1,6,6
17-Jul,2177,6,6,1,6,6
july 1505,2177,6,6,2,6,6
17 july 1505,2177,6,6,1,6,6
merits christ,2183,7,6,1,7,6
johann von,2184,7,6,1,7,6
von staupitz,2184,7,6,1,7,6
johann von staupitz,2184,7,6,1,7,6
asked luther,2186,34,6,1,8,6
luther teach,2186,8,6,1,8,6
teach theology,2186,8,6,1,8,6
university wittenberg,2186,8,6,1,8,6
luther teach theology,2186,8,6,1,8,6
luther called,2187,81,6,1,8,6
degree biblical,2188,8,6,1,8,6
biblical studies,2188,8,6,1,8,6
degree biblical studies,2188,8,6,1,8,6
doctor theology,2190,9,6,1,9,6
faculty university,2191,9,6,1,9,6
faculty university wittenberg,2191,9,6,1,9,6
19-Oct,2194,9,6,1,9,6
october 1512,2194,9,6,2,9,6
19 october 1512,2194,9,6,1,9,6
johann tetzel,2195,10,6,1,10,6
roman catholic,2195,20,1,1,10,6
catholic church,2195,15,2,1,10,6
sell indulgences,2195,10,6,1,10,6
roman catholic church,2195,10,6,1,10,6
faith alone,2197,10,6,1,10,6
justify man,2197,10,6,1,10,6
man justification,2198,10,6,1,10,6
fides caritate,2199,10,6,1,10,6
caritate formata,2199,10,6,1,10,6
fides caritate formata,2199,10,6,1,10,6
sale indulgences,2200,11,6,1,11,6
1517 luther,2201,11,6,1,11,6
disputation martin,2202,11,6,1,11,6
luther power,2202,11,6,1,11,6
power efficacy,2202,11,6,1,11,6
efficacy indulgences,2202,11,6,1,11,6
later called,2202,0,13,1,11,6
disputation martin luther,2202,11,6,1,11,6
martin luther power,2202,11,6,1,11,6
luther power efficacy,2202,11,6,1,11,6
power efficacy indulgences,2202,11,6,1,11,6
basilica st,2204,11,6,1,11,6
st peter,2204,10,6,1,11,6
peter money,2204,11,6,1,11,6
money poor,2204,11,6,1,11,6
basilica st peter,2204,11,6,1,11,6
st peter money,2204,11,6,1,11,6
peter money poor,2204,11,6,1,11,6
money church,2211,10,6,1,13,6
must slacken,2213,13,6,1,13,6
slacken following,2213,13,6,1,13,6
must slacken following,2213,13,6,1,13,6
little foundation,2218,15,6,1,15,6
foundation truth,2218,15,6,1,15,6
little foundation truth,2218,15,6,1,15,6
posting door,2220,15,6,1,15,6
95 theses,2223,16,6,1,16,6
one first,2224,12,2,1,16,6
theses spread,2227,16,6,1,16,6
luther writings,2228,17,6,1,17,6
spread france,2228,11,20,1,17,6
france england,2228,6,2,1,17,6
england italy,2228,37,2,1,17,6
france england italy,2228,17,6,1,17,6
wittenberg hear,2229,17,6,1,17,6
hear luther,2229,17,6,1,17,6
luther speak,2229,17,6,1,17,6
wittenberg hear luther,2229,17,6,1,17,6
hear luther speak,2229,17,6,1,17,6
part luther,2230,17,6,1,17,6
luther career,2230,17,6,1,17,6
career one,2230,17,6,1,17,6
part luther career,2230,17,6,1,17,6
luther career one,2230,17,6,1,17,6
best known,2231,16,1,1,17,6
known works,2231,17,6,1,17,6
works published,2231,17,6,1,17,6
best known works,2231,17,6,1,17,6
known works published,2231,17,6,1,17,6
christian nobility,2232,17,6,1,17,6
nobility german,2232,17,6,1,17,6
german nation,2232,17,6,1,17,6
nation babylonian,2232,17,6,1,17,6
babylonian captivity,2232,17,6,1,17,6
captivity church,2232,17,6,1,17,6
christian nobility german,2232,17,6,1,17,6
nobility german nation,2232,17,6,1,17,6
german nation babylonian,2232,17,6,1,17,6
nation babylonian captivity,2232,17,6,1,17,6
babylonian captivity church,2232,17,6,1,17,6
1510 1520,2233,18,6,1,18,6
view another,2234,13,7,1,18,6
lost sight,2236,18,6,1,18,6
christian doctrine,2237,18,6,1,18,6
justification entirely,2238,19,6,1,19,6
entirely work,2238,19,6,1,19,6
justification entirely work,2238,19,6,1,19,6
became foundation,2244,20,6,1,20,6
foundation reformation,2244,20,6,1,20,6
became foundation reformation,2244,20,6,1,20,6
christ salvation,2245,20,6,1,20,6
letter containing,2247,21,6,1,21,6
containing 95,2247,21,6,1,21,6
letter containing 95,2247,21,6,1,21,6
containing 95 theses,2247,21,6,1,21,6
archbishop albrecht,2248,21,6,1,21,6
indulgences pay,2249,21,6,1,21,6
luther letter,2251,21,6,1,21,6
luther letter containing,2251,21,6,1,21,6
pope leo,2253,0,6,1,22,6
luther examined,2254,22,6,1,22,6
examined augsburg,2254,22,6,1,22,6
papal legate,2254,22,6,1,22,6
luther examined augsburg,2254,22,6,1,22,6
papal nuncio,2257,23,6,1,23,6
nuncio karl,2257,23,6,1,23,6
karl von,2257,23,6,1,23,6
von miltitz,2257,23,6,1,23,6
papal nuncio karl,2257,23,6,1,23,6
nuncio karl von,2257,23,6,1,23,6
karl von miltitz,2257,23,6,1,23,6
determined expose,2259,23,6,1,23,6
expose luther,2259,23,6,1,23,6
determined expose luther,2259,23,6,1,23,6
johann eck,2261,23,6,1,23,6
pope warned,2262,24,6,1,24,6
warned luther,2262,24,6,1,24,6
pope warned luther,2262,24,6,1,24,6
ban 95,2267,25,6,1,25,6
ban 95 theses,2267,25,6,1,25,6
luther appeared,2268,25,6,1,25,6
diet worms,2268,0,6,1,25,6
safe conduct,2271,25,6,1,25,6
behalf empire,2272,26,6,1,26,6
asked books,2276,26,6,1,26,6
end speech,2277,27,6,1,27,6
speech world,2279,27,6,1,27,6
world classic,2279,27,6,1,27,6
speech world classic,2279,27,6,1,27,6
luther would,2284,28,6,1,28,6
edict worms,2286,29,6,1,29,6
declaring luther,2287,29,6,1,29,6
luther outlaw,2287,29,6,1,29,6
declaring luther outlaw,2287,29,6,1,29,6
outlaw banning,2288,29,6,1,29,6
luther outlaw banning,2288,29,6,1,29,6
luther without,2289,29,6,1,29,6
without legal,2289,29,6,1,29,6
legal consequence,2289,29,6,1,29,6
luther without legal,2289,29,6,1,29,6
without legal consequence,2289,29,6,1,29,6
frederick iii,2290,25,6,1,30,6
stay wartburg,2292,30,6,1,30,6
wartburg castle,2292,30,6,1,30,6
book luther,2293,87,6,1,30,6
good works,2295,10,6,2,31,6
attract god,2295,31,6,1,31,6
god favor,2295,31,6,1,31,6
attract god favor,2295,31,6,1,31,6
luther write,2297,57,6,1,31,6
compulsory confession,2303,32,6,1,32,6
confession luther,2303,7,6,1,32,6
monks nuns,2304,32,6,1,32,6
prophetic faith,2306,33,6,1,33,6
time luther,2307,69,6,1,33,6
luther return,2314,34,6,1,34,6
asked luther return,2314,34,6,1,34,6
return wittenberg,2315,39,6,1,35,6
eight sermons,2318,35,6,1,35,6
luther preached,2318,35,6,1,35,6
march 1522,2318,35,6,1,35,6
effect luther,2320,36,6,1,36,6
way truth,2324,36,6,1,36,6
force within,2326,37,6,1,37,6
within reformation,2326,37,6,1,37,6
force within reformation,2326,37,6,1,37,6
radical reformers,2328,37,6,1,37,6
new order,2328,37,6,1,37,6
nicholas storch,2330,38,6,1,38,6
german peasants,2332,38,6,1,38,6
peasants war,2332,38,6,1,38,6
german peasants war,2332,38,6,1,38,6
peasants believe,2333,38,6,1,38,6
believe luther,2333,28,6,1,38,6
believe luther would,2333,28,6,1,38,6
would support,2334,38,6,1,38,6
support attack,2334,38,6,1,38,6
would support attack,2334,38,6,1,38,6
christ counsel,2341,40,6,1,40,6
st paul,2342,19,6,1,40,6
authorities appointed,2342,40,6,1,40,6
death luther,2344,81,6,1,40,6
battle frankenhausen,2346,41,6,1,41,6
luther reformation,2349,41,6,1,41,6
12 nuns,2351,42,6,1,42,6
luther married,2353,42,6,1,42,6
martin luther married,2353,42,6,1,42,6
day couple,2356,43,6,1,43,6
couple married,2356,43,6,1,43,6
day couple married,2356,43,6,1,43,6
walk church,2357,43,6,1,43,6
wedding banquet,2358,43,6,1,43,6
vows celibacy,2362,44,6,1,44,6
luther wife,2365,3,6,1,45,6
black cloister,2366,6,6,1,45,6
many children,2367,8,25,1,45,6
state would,2368,39,15,1,45,6
would exchange,2368,45,6,1,45,6
taking boarders,2369,45,6,1,45,6
new church,2370,37,6,1,46,6
1525 1529,2371,46,6,1,46,6
worship service,2372,46,6,1,46,6
service church,2372,38,10,1,46,6
new faith,2373,46,6,1,46,6
luther thought,2374,46,6,1,46,6
try avoid,2375,39,45,1,47,6
new elector,2378,45,6,1,47,6
elector saxony,2378,25,6,1,47,6
unintended development,2379,47,6,1,47,6
church government,2379,47,6,1,47,6
german mass,2380,48,6,1,48,6
catholic mass,2383,48,6,1,48,6
mass luther,2383,48,6,1,48,6
catholic mass luther,2383,48,6,1,48,6
introduce new,2385,9,8,1,49,6
began 1527,2386,49,6,1,49,6
order worship,2386,49,6,1,49,6
new order worship,2386,49,6,1,49,6
common people,2388,49,6,1,49,6
many pastors,2389,49,6,1,49,6
large catechism,2391,50,6,1,50,6
small catechism,2393,50,6,1,50,6
one luther,2395,51,6,1,51,6
luther personal,2395,51,6,1,51,6
one luther personal,2395,51,6,1,51,6
clear religious,2398,51,6,1,51,6
religious teaching,2398,51,6,1,51,6
clear religious teaching,2398,51,6,1,51,6
luther written,2402,44,6,1,52,6
translation new,2405,53,6,1,53,6
new testament,2405,30,6,1,53,6
translation new testament,2405,53,6,1,53,6
old testament,2406,53,6,1,53,6
work refining,2407,53,6,1,53,6
end life,2407,72,3,1,53,6
justifies us,2409,53,6,1,53,6
luther became,2416,79,6,1,55,6
became popular,2416,55,6,1,55,6
luther bible,2418,55,6,1,55,6
luther prolific,2420,56,6,1,56,6
became national,2424,56,6,1,56,6
national instrument,2424,56,6,1,56,6
instrument germany,2424,56,6,1,56,6
became national instrument,2424,56,6,1,56,6
national instrument germany,2424,56,6,1,56,6
johann esch,2426,57,6,1,57,6
esch heinrich,2426,57,6,1,57,6
heinrich voes,2426,57,6,1,57,6
johann esch heinrich,2426,57,6,1,57,6
esch heinrich voes,2426,57,6,1,57,6
known english,2429,57,6,1,57,6
wir glauben,2430,58,6,2,58,6
glauben einen,2430,58,6,1,58,6
einen gott,2430,58,6,1,58,6
wir glauben einen,2430,58,6,1,58,6
glauben einen gott,2430,58,6,1,58,6
hymnic version,2435,59,6,1,59,6
version lord,2435,59,6,1,59,6
lord prayer,2435,50,6,1,59,6
hymnic version lord,2435,59,6,1,59,6
version lord prayer,2435,59,6,1,59,6
later versions,2439,28,6,1,59,6
write hymn,2440,57,6,1,60,6
depths woe,2440,60,6,1,60,6
woe cry,2440,60,6,1,60,6
luther write hymn,2440,57,6,1,60,6
depths woe cry,2440,60,6,1,60,6
use hymn,2442,58,6,1,60,6
first lutheran,2443,60,6,1,60,6
lutheran hymnal,2443,60,6,1,60,6
first lutheran hymnal,2443,60,6,1,60,6
aus tiefer,2444,60,6,2,60,6
luther hymn,2445,58,6,1,61,6
ten commandments,2448,50,6,1,61,6
herr gott,2449,61,6,1,61,6
gott dich,2449,61,6,1,61,6
dich loben,2449,61,6,1,61,6
loben wir,2449,61,6,1,61,6
become known,2449,26,15,1,61,6
herr gott dich,2449,61,6,1,61,6
gott dich loben,2449,61,6,1,61,6
dich loben wir,2449,61,6,1,61,6
hymn christ,2450,62,6,1,62,6
christ unser,2450,62,6,1,62,6
unser herr,2450,62,6,1,62,6
herr zum,2450,62,6,1,62,6
zum jordan,2450,62,6,1,62,6
jordan kam,2450,62,6,1,62,6
hymn christ unser,2450,62,6,1,62,6
christ unser herr,2450,62,6,1,62,6
unser herr zum,2450,62,6,1,62,6
herr zum jordan,2450,62,6,1,62,6
zum jordan kam,2450,62,6,1,62,6
psalm 67,2451,62,6,1,62,6
hymn used,2454,62,6,1,62,6
used introduce,2454,62,6,1,62,6
hymn used introduce,2454,62,6,1,62,6
hymns included,2455,63,6,1,63,6
luther hymns included,2455,63,6,1,63,6
erfurt enchiridion,2457,63,6,1,63,6
first choral,2458,63,6,1,63,6
choral hymnal,2458,63,6,1,63,6
first choral hymnal,2458,63,6,1,63,6
title first,2459,57,6,1,63,6
used luther,2460,86,6,1,64,6
began using,2462,24,24,1,64,6
luther work,2464,71,6,1,64,6
soul death,2465,66,6,1,65,6
resting place,2469,38,10,1,65,6
death differed,2470,66,6,1,66,6
differed later,2470,66,6,1,66,6
soul death differed,2470,66,6,1,66,6
death differed later,2470,66,6,1,66,6
observed luther,2472,66,6,1,66,6
gerhard lessing,2473,66,6,1,66,6
soul sleep,2474,67,6,1,67,6
john jortin,2475,67,6,1,67,6
actually refers,2477,67,6,1,67,6
protestant states,2479,68,6,1,68,6
marburg colloquy,2481,68,6,1,68,6
last supper,2484,69,6,1,69,6
bread wine,2485,69,6,1,69,6
consecrated bread,2486,69,6,1,69,6
consecrated bread wine,2486,69,6,1,69,6
augsburg confession,2489,70,6,1,70,6
paved way,2490,70,6,1,70,6
protestant nobles,2491,70,6,1,70,6
following year,2491,70,6,1,70,6
sign agreements,2492,70,6,1,70,6
john saxony,2493,70,6,1,70,6
saxony philip,2493,70,6,1,70,6
philip hesse,2493,70,6,1,70,6
schmalkaldic league,2493,70,6,1,70,6
john saxony philip,2493,70,6,1,70,6
saxony philip hesse,2493,70,6,1,70,6
scholars sometimes,2494,5,44,1,71,6
luther believed,2494,73,6,1,71,6
faith reason,2494,71,6,4,71,6
faith could,2495,71,6,1,71,6
contributes faith,2496,71,6,1,71,6
greatest enemy,2497,71,6,1,71,6
reason luther,2498,5,6,1,71,6
mistreatment jews,2499,72,6,1,72,6
later years,2501,72,6,1,72,6
luther mind,2505,7,6,1,73,6
since luther,2506,87,6,1,73,6
luther support,2508,73,6,1,73,6
religious war,2508,73,6,1,73,6
luther read,2509,74,6,1,74,6
mohammedanism turk,2511,74,6,1,74,6
johannes agricola,2514,47,6,1,75,6
god gospel,2514,75,6,1,75,6
antinomian theses,2515,75,6,1,75,6
theses circulating,2515,75,6,1,75,6
circulating wittenberg,2515,75,6,1,75,6
antinomian theses circulating,2515,75,6,1,75,6
theses circulating wittenberg,2515,75,6,1,75,6
agricola antinomians,2518,75,6,1,75,6
use law,2520,76,6,1,76,6
law holy,2520,76,6,1,76,6
holy spirit,2520,19,6,1,76,6
law holy spirit,2520,76,6,1,76,6
refusing preach,2522,76,6,1,76,6
preach ten,2522,76,6,1,76,6
refusing preach ten,2522,76,6,1,76,6
preach ten commandments,2522,76,6,1,76,6
church would,2523,48,22,1,76,6
expression eternal,2525,77,6,1,77,6
christians live,2526,74,6,1,77,6
christ life,2527,76,6,1,77,6
christian follow,2528,77,6,1,77,6
renewed life,2529,78,6,1,78,6
luther advice,2535,79,6,1,79,6
luther reputation,2536,79,6,1,79,6
years earlier,2537,80,6,1,80,6
blasphemers liars,2540,80,6,1,80,6
luther major,2542,81,6,1,81,6
major work,2542,13,20,1,81,6
60 000,2542,21,3,1,81,6
work published,2543,11,12,1,81,6
near death,2544,7,3,1,81,6
robert michael,2546,81,6,1,81,6
michael view,2546,81,6,1,81,6
view luther,2546,79,6,1,81,6
towards jews,2546,80,6,1,81,6
robert michael view,2546,81,6,1,81,6
michael view luther,2546,81,6,1,81,6
josel rosheim,2548,82,6,1,82,6
jews saxony,2548,82,6,2,82,6
claimed luther,2549,80,6,1,82,6
luther said,2549,91,6,1,82,6
city strasbourg,2550,82,6,1,82,6
strasbourg forbid,2550,82,6,1,82,6
forbid sale,2550,82,6,1,82,6
city strasbourg forbid,2550,82,6,1,82,6
strasbourg forbid sale,2550,82,6,1,82,6
expulsion jews,2551,82,6,1,82,6
jews several,2551,82,6,1,82,6
several german,2551,82,6,1,82,6
german states,2551,6,41,1,82,6
expulsion jews several,2551,82,6,1,82,6
jews several german,2551,82,6,1,82,6
widely read,2552,83,6,1,83,6
antisemitism germany,2553,83,6,1,83,6
could traced,2554,8,28,1,83,6
traced back,2554,24,2,1,83,6
could traced back,2554,8,28,1,83,6
third reich,2555,83,6,1,83,6
seven protestant,2557,84,6,1,84,6
protestant churches,2557,10,9,1,84,6
policy forcing,2557,84,6,1,84,6
forcing jews,2557,84,6,1,84,6
jews wear,2557,84,6,1,84,6
wear yellow,2557,84,6,1,84,6
policy forcing jews,2557,84,6,1,84,6
forcing jews wear,2557,84,6,1,84,6
jews wear yellow,2557,84,6,1,84,6
burning synagogues,2560,84,6,1,84,6
martin brecht,2563,47,6,1,85,6
writings jews,2565,85,6,1,85,6
johannes wallmann,2565,85,6,1,85,6
luther writings jews,2565,85,6,1,85,6
roland bainton,2566,85,6,1,85,6
luther position,2566,47,6,1,85,6
luther words,2567,81,6,1,86,6
christian suspicion,2567,86,6,1,86,6
paul rose,2569,86,6,1,86,6
german thought,2569,86,6,1,86,6
mark edwards,2572,87,6,1,87,6
luther often,2574,87,6,1,87,6
often use,2574,19,21,1,87,6
edwards book,2576,87,6,1,87,6
edwards book luther,2576,87,6,1,87,6
luther statements,2577,88,6,1,88,6
statements jews,2577,88,6,1,88,6
luther statements jews,2577,88,6,1,88,6
north american,2578,42,3,1,88,6
american lutherans,2578,88,6,1,88,6
compared minority,2578,88,6,1,88,6
minority groups,2578,88,6,1,88,6
north american lutherans,2578,88,6,1,88,6
compared minority groups,2578,88,6,1,88,6
voted nazis,2579,88,6,1,88,6
health years,2581,89,6,1,89,6
1531 1546,2581,89,6,1,89,6
fellow reformers,2582,89,6,1,89,6
reformers scandal,2582,89,6,1,89,6
