question,hit_lost,in_ist_index,actual_parag,titleNo
"['old', 'Elway', 'Super', 'Bowl', 'XXXIII', 'win']",0,18,18,0
"['record', 'oldest', 'quarter', 'back', 'Super', 'Bowl', 'game']",0,18,18,0
"['team', 'Manning', 'played', 'reached', 'Super', 'Bowl', 'team']",0,18,18,0
"['Peyton', 'Manning', 'took', 'different', 'team', 'Super', 'Bowl']",0,18,18,0
"['oldest', 'quarterback', 'play', 'Super', 'Bowl']",0,18,18,0
"['Prior', 'Manning', 'oldest', 'quarterback', 'play', 'Super', 'Bowl']",0,18,18,0
"['Super', 'Bowl', 'Elway', 'win', '38', 'year', 'old']",0,18,18,0
"['first', 'quarterback', 'take', 'two', 'team', 'one', 'Super', 'Bowl']",0,18,18,0
"['old', 'Manning', 'played', 'Super', 'Bowl', '50']",0,18,18,0
"['name', 'quarterback', '38', 'Super', 'Bowl', 'XXXIII']",0,18,18,0
"['Manning', 'picked', '1', 'NFL', 'Draft']",1,4,19,0
"['Newton', 'first', 'selection', 'NFL', 'Draft']",1,2,19,0
"['old', 'Newton', 'Super', 'Bowl', '50']",0,19,19,0
"['much', 'older', 'Manning', 'Newton', 'Super', 'Bowl', '50']",0,19,19,0
"['2', 'pick', '2011', 'NFL', 'Draft']",0,19,19,0
"['considered', 'first', 'choice', 'NFL', 'draft', '1998']",1,4,19,0
"['2011', 'first', 'player', 'chosen', 'NFL', 'draft']",0,19,19,0
"['old', 'Newton', 'Super', 'Bowl', '50']",0,19,19,0
"['position', 'Newton', 'play', 'Super', 'Bowl', '50']",0,19,19,0
"['Manning', 'number', 'one', 'pick', 'draft']",0,19,19,0
"['Newton', 'number', 'one', 'pick', 'draft']",0,19,19,0
"['number', 'two', 'draft', 'pick', '2011']",0,19,19,0
"['year', 'Newton', 'hold', 'number', 'one', 'draft', 'pick', 'position']",0,19,19,0
"['old', 'Newton', 'Super', 'Bowl', '50']",0,19,19,0
"['age', 'difference', 'Newton', 'Manning', 'Super', 'Bowl', '50']",0,19,19,0
"['Super', 'Bowl', 'Rivera', 'play']",0,20,20,0
"['team', 'Rivera', 'play', 'Super', 'Bowl', 'XX']",0,20,20,0
"['position', 'Rivera', 'play', 'Super', 'Bowl', 'XX']",0,20,20,0
"['replaced', 'Kubiak', 'Super', 'Bowl', 'XXIV']",0,20,20,0
"['team', 'Kubiak', 'play', 'Super', 'Bowl', 'XXI']",0,20,20,0
"['position', 'Rivera', 'play', 'Super', 'Bowl', 'XX']",0,20,20,0
"['Kubiak', 'take', 'place', 'Super', 'Bowl', 'XXIV']",0,20,20,0
"['Panthers', 'head', 'coach', '2015', 'season']",0,20,20,0
"['Super', 'Bowl', 'Rivera', 'play', 'player']",0,20,20,0
"['slipped', 'Levi', 'Stadium', 'turf', 'week', '6', '2015', 'NFL', 'season']",0,21,21,0
"['name', 'turf', 'used', 'Levi', 'Stadium', 'Super', 'Bowl']",0,21,21,0
"['field', 'director', 'NFL']",0,21,21,0
"['team', 'Justin', 'Tucker', 'play']",0,21,21,0
"['position', 'Justin', 'Tucker', 'play']",0,21,21,0
"['player', 'turf', 'collapse', 'game', 'Levi', 'Stadium']",0,21,21,0
"['position', 'Tucker', 'play', 'Ravens']",0,21,21,0
"['used', 'sod', 'Levi', 'Stadium', 'Super', 'Bowl', '50']",0,21,21,0
"['kicker', 'portion', 'turf', 'collapse', 'causing', 'miss', 'field', 'goal']",0,21,21,0
"['NFL', 'playing', 'field', 'Levi', 'Stadium', 'Super', 'Bowl']",0,21,21,0
"['covered', 'new', 'field', 'Levi', 'Stadium']",0,21,21,0
"['lot', 'player', 'need', 'change', 'Super', 'Bowl', '50', 'condition', 'field']",0,21,21,0
"['player', 'field', 'problem', 'Levi', 'stadium', 'affect', 'field', 'goal', 'week', 'six', 'regular', 'season']",0,21,21,0
"['field', 'type', 'usually', 'chosen', 'Super', 'Bowl', 'game']",0,21,21,0
"['designated', 'home', 'team', 'Super', 'Bowl']",0,22,22,0
"['final', 'score', 'Super', 'Bowl', 'XXXIII']",0,22,22,0
"['team', 'lost', 'Super', 'Bowl', 'XXXIII']",0,22,22,0
"['color', 'pant', 'Broncos', 'wear', 'Super', 'Bowl', '50']",0,22,22,0
"['Elway', 'final', 'game', 'Denver', 'quarterback']",1,0,22,0
"['last', 'game', 'Elway', 'played', 'quarterback', 'Denver']",1,0,22,0
"['final', 'score', 'Super', 'Bowl', 'XXXIII']",0,22,22,0
"['team', 'Denver', 'Broncos', 'play', 'Super', 'Bowl', 'XXXIII']",0,22,22,0
"['color', 'Bronco', 'uniform', 'Super', 'Bowl', '50']",0,22,22,0
"['jersey', 'Broncos', 'wear', 'Super', 'Bowl', '50']",0,22,22,0
"['AFC', 'Champion', 'team', 'wear', 'road', 'jersey', 'Super', 'Bowl']",0,22,22,0
"['th', 'elast', 'Super', 'Bowl', 'Broncos', 'wore', 'white', 'uniform']",0,22,22,0
"['color', 'jersey', 'Super', 'Bowl', 'XXXII', 'Elway', 'quarterback']",0,22,22,0
"['color', 'jersey', 'Denver', '0-4']",0,22,22,0
"['Since', 'Denver', 'chose', 'white', 'color', 'Carolina', 'wear', 'Super', 'Bowl', '50']",0,22,22,0
"['At', 'university', 'facility', 'Panthers', 'practice']",0,23,23,0
"['At', 'university', 'facility', 'Broncos', 'practice']",0,23,23,0
"['city', 'Marriott', 'Panthers', 'stay']",0,23,23,0
"['city', 'Marriott', 'Broncos', 'stay']",0,23,23,0
"['hotel', 'Panthers', 'stay', 'Super', 'Bowl', '50']",0,23,23,0
"['name', 'hotel', 'Panthers', 'chose', 'stay', 'Super', 'Bowl', '50']",0,23,23,0
"['Panthers', 'practice', 'Super', 'Bowl', '50']",0,23,23,0
"['Broncos', 'practice', 'Super', 'Bowl', '50']",0,23,23,0
"['Panthers', 'practice', 'Super', 'Bowl']",0,23,23,0
"['hotel', 'Panthers', 'stay', 'Super', 'Bowl']",0,23,23,0
"['Broncos', 'practice', 'Super', 'Bowl']",0,23,23,0
"['hotel', 'Broncos', 'use', 'Super', 'Bowl', '50']",0,23,23,0
"['practice', 'place', 'Panthers', 'used', 'Super', 'Bowl']",0,23,23,0
"['hotel', 'Panthers', 'stay']",0,23,23,0
"['Broncos', 'practice', 'Super', 'Bowl']",0,23,23,0
"['Broncos', 'stay', 'Super', 'Bowl', '50']",0,23,23,0
"['NFL', 'announce', 'suspension', 'using', 'Roman', 'numeral', 'brand', 'Super', 'Bowl']",0,24,24,0
"['first', 'Super', 'Bowl', 'branded', 'Roman', 'numeral']",0,24,24,0
"['NFL', 'vice', 'president', 'brand', 'creative']",0,24,24,0
"['first', 'Super', 'Bowl', 'use', 'standardized', 'logo', 'template']",0,24,24,0
"['trophy', 'featured', 'logo', 'named']",0,24,24,0
"['year', 'declared', 'Roman', 'numeral', 'would', 'used', 'name', '50th', 'Super', 'Bowl']",0,24,24,0
"['Super', 'Bowl', '50th', 'one', 'begin', 'Roman', 'numeral', 'title']",0,24,24,0
"['Roman', 'numeral', 'used', 'naming', '50th', 'Super', 'Bowl', 'one', 'would', 'used']",0,24,24,0
"['color', 'number', 'Super', 'Bowl', '50', 'logo']",0,24,24,0
"['NFL', 'announce', 'would', 'use', 'Roman', 'number', 'designate', 'Super', 'Bowl', 'number']",0,24,24,0
"['Rather', 'Roman', 'numeral', 'NFL', 'decide', 'use']",0,24,24,0
"['Roman', 'numeral', '50']",0,24,24,0
"['Normally', 'silver', 'color', 'used', 'number', '50']",0,24,24,0
"['Roman', 'numeral', 'used', 'denote', 'Super', 'Bowl', 'number']",0,24,24,0
"['type', 'numeral', 'latest', 'Super', 'Bowl', 'use', 'designate', 'game', 'number']",0,24,24,0
"['Roman', 'numeral', 'going', 'Super', 'Bowl', '51']",0,24,24,0
"['color', 'featured', 'promotion', 'related', 'Super', 'Bowl', '50']",0,25,25,0
"['sideline', 'jacket', 'hat', 'start', 'feature', 'gold-trimmed', 'logo']",0,25,25,0
"['yard', 'marker', 'field', 'painted', 'gold']",0,25,25,0
"['color', 'used', 'create', '50-yard', 'line', 'Levi', 'Stadium', 'season', 'leading', 'Super', 'Bowl', '50', 'game']",0,25,25,0
"['color', 'football', 'handed', 'variety', 'high', 'school', 'leading', 'Super', 'Bowl', '50']",0,25,25,0
"['Because', 'gold', 'theme', 'Super', 'Bowl', '50', 'known']",0,25,25,0
"['given', 'high', 'school', 'former', 'student', 'went', 'play', 'coach', 'Super', 'Bowl']",0,25,25,0
"['yard', 'line', 'gold', 'color', 'team', 'season']",0,25,25,0
"['Since', '50th', 'one', 'theme', 'color', 'Super', 'Bowl']",0,25,25,0
"['venue', 'NFL', 'Experience', 'take', 'place']",0,26,26,0
"['city', 'Moscone', 'Center', 'located']",0,26,26,0
"['mayor', 'San', 'Francisco']",0,26,26,0
"['city', 'supervisor', 'San', 'Francisco']",0,26,26,0
"['opening', 'Super', 'Bowl', 'City']",0,26,26,0
"['people', 'estimated', 'go', 'different', 'game-themed', 'event', 'week', 'prior', 'Super', 'Bowl', '50', 'city', 'held']",0,26,26,0
"['mayor', 'San', 'Francisco', 'Super', 'Bowl', '50']",0,26,26,0
"['building', 'NFL', 'Experience', 'held', 'Super', 'Bowl', '50']",0,26,26,0
"['name', 'event', 'Embarcadero', 'held', 'prior', 'Super', 'Bowl', '50', 'help', 'show', 'thing', 'San', 'Francisco', 'offer']",0,26,26,0
"['NFL', 'Experience', 'held', '2015', 'season']",1,3,26,0
"['opened', 'January', '30th', 'Justin', 'Herman', 'plaza']",0,26,26,0
"['mayor', 'San', 'Francisco']",0,26,26,0
"['football', 'associated', 'thing', 'started', 'Justin', 'Herman', 'Plaza', 'January']",0,26,26,0
"['people', 'likely', 'visit', 'Justin', 'Herman', 'Plaza', 'week', 'Super', 'Bowl']",0,26,26,0
"['said', 'homeless', 'area', 'would', 'leave']",0,26,26,0
"['much', 'San', 'Francisco', 'get', 'providing', 'service', 'Super', 'Bowl']",0,26,26,0
"['Moscone', 'Center', 'host']",0,26,26,0
"['At', 'university', 'Bellomy', 'Field', 'located']",0,27,27,0
"['much', 'money', 'spent', 'Super', 'Bowl-related', 'event']",0,27,27,0
"['long', 'event', 'Santa', 'Clara', 'Convention', 'Center', 'last']",0,27,27,0
"['much', 'money', 'spent', 'festivity', 'Bay', 'area', 'help', 'celebrate', 'coming', 'Super', 'Bowl', '50']",0,27,27,0
"['type', 'rally', 'held']",0,27,27,0
"['government', 'entity', 'helped', 'pay', 'festivity', 'beyond', 'business', 'individual']",0,27,27,0
"['beer', 'wine', 'food', 'festival', 'held', 'prior', 'Super', 'Bowl']",0,27,27,0
"['helped', 'find', 'sponsor', 'donor', 'help', 'cost']",0,27,27,0
"['set', 'aside', 'seed', 'funding', 'week-long', 'event', 'leading', 'Super', 'Bowl']",0,27,27,0
"['cost', 'Super', 'Bowl', 'event', 'San', 'Francisco', 'area']",0,27,27,0
"['may', 'called', 'upon', 'fund', 'festival', 'associated', 'Super', 'Bowl', 'Santa', 'Clara']",0,27,27,0
"['On', 'day', 'Super', 'Bowl', 'Opening', 'Night', 'held']",0,28,28,0
"['On', 'day', 'Super', 'Bowl', 'medium', 'day', 'traditionally', 'take', 'place']",0,28,28,0
"['venue', 'hosted', 'Super', 'Bowl', 'Opening', 'Night']",0,28,28,0
"['city', 'SAP', 'Center', 'located']",0,28,28,0
"['replica', 'landmark', 'present', 'Super', 'Bowl', 'Opening', 'Night']",0,28,28,0
"['norm', 'day', 'week', 'traditional', 'Media', 'Day', 'held', 'prior', 'Super', 'Bowl']",0,28,28,0
"['day', 'week', 'Media', 'Day', 'held', 'Super', 'Bowl', '50']",0,28,28,0
"['name', 'Media', 'Day', 'event', 'Super', 'Bowl', '50']",0,28,28,0
"['name', 'property', 'medium', 'event', 'held', 'Super', 'Bowl', '50']",0,28,28,0
"['city', 'medium', 'event', 'held', 'Super', 'Bowl', '50']",0,28,28,0
"['game', 'medium', 'day', 'usually', 'held']",0,28,28,0
"['new', 'name', 'given', 'medium', 'day']",0,28,28,0
"['medium', 'day', 'Super', 'Bowl', '50', 'held']",0,28,28,0
"['replica', 'used', 'player', 'introduction']",0,28,28,0
"['day', 'Super', 'Bowl', '50', 'medium', 'day', 'switched']",0,28,28,0
"['medium', 'day', 'called', 'Super', 'Bowl', '50']",0,28,28,0
"['new', 'medium', 'day', 'event', 'Super', 'Bowl', '50', 'held']",0,28,28,0
"['bridge', 'model', 'Super', 'Bowl', 'Opening', 'Night']",0,28,28,0
"['date', 'Super', 'Bowl', 'Opening', 'Night', 'held']",0,28,28,0
"['name', 'program', 'provides', 'contracting', 'work', 'local', 'company']",0,29,29,0
"['much', 'money', 'raised', 'host', 'committee']",0,29,29,0
"['health', 'company', 'Super', 'Bowl', 'sponsor']",0,29,29,0
"['clothing', 'company', 'Super', 'Bowl', 'sponsor']",0,29,29,0
"['petroleum', 'company', 'Super', 'Bowl', 'sponsor']",0,29,29,0
"['committee', 'made', 'effort', 'invite', 'company', 'owned', 'people', 'transgender', 'gay', 'take', 'part', 'contract', 'business', 'associated', 'Super', 'Bowl', '50']",0,29,29,0
"['much', 'money', 'committee', 'raise']",0,29,29,0
"['committee', 'raise', 'money']",0,29,29,0
"['Super', 'Bowl', 'program', 'called', 'give', 'local', 'company', 'business', 'opportunity', 'Super', 'Bowl']",0,29,29,0
"['name', 'service', 'get', 'local', 'business', 'contract', 'chance', 'Super', 'Bowl']",0,29,29,0
"['According', 'text', 'much', 'money', 'Host', 'Committee', 'raise']",0,29,29,0
"['percentage', 'money', 'raised', 'Host', 'Committee', 'used', 'charitable', 'cause']",0,30,30,0
"['name', 'Host', 'Committee', 'charitable', 'initiative']",0,30,30,0
"['percentage', 'fund', 'given', 'charitable', 'fund', 'cause', 'around', 'San', 'Francisco']",0,30,30,0
"['name', 'fund', 'setup', 'help', 'investing', 'community']",0,30,30,0
"['Super', 'Bowl', '50', 'Host', 'Committee', 'said', 'would', 'ever']",0,30,30,0
"['host', 'committee', 'dedicate', 'local', 'charity']",0,30,30,0
"['name', 'fund', 'focus', 'youth', 'community', 'sustainable', 'environment']",0,30,30,0
"['percentage', 'money', 'raised', 'earmarked', 'cause', 'San', 'Francisco', 'area']",0,30,30,0
"['name', 'work', 'give', 'grant', 'youth', 'development', 'thing']",0,30,30,0
"['trophy', 'given', 'Super', 'Bowl', 'champion', 'named']",0,31,31,0
"['50', 'given', 'Super', 'Bowl', 'winner', 'plated', 'karat', 'gold']",0,31,31,0
"['50', 'given', 'Super', 'Bowl', 'winner', 'weigh', 'pound']",0,31,31,0
"['designed', '50']",0,31,31,0
"['designed', 'Vince', 'Lombardi', 'Trophy']",0,31,31,0
"['name', 'trophy', 'given', 'anyone', 'play', 'winning', 'team', 'Super', 'Bowl']",0,31,31,0
"['number', '50', 'plated']",0,31,31,0
"['designer', '50']",0,31,31,0
"['name', 'trophy', 'Super', 'Bowl', 'winner', 'receive']",0,31,31,0
"['design', '50', 'well', 'Trophy']",0,31,31,0
"['On', 'television', 'station', 'American', 'viewer', 'watch', 'game']",0,32,32,0
"['Jim', 'Nantz', 'member', 'game', 'lead', 'broadcast', 'team']",0,32,32,0
"['shared', 'sideline', 'duty', 'Evan', 'Washburn']",0,32,32,0
"['camera', 'EyeVision', '360', 'utilize']",0,32,32,0
"['resolution', 'camera', 'used', 'EyeVision', '360', 'system']",0,32,32,0
"['different', 'TV', 'network', 'considered', 'principal', 'partner', 'come', 'broadcasting', 'NFL', 'event']",0,32,32,0
"['Tracy', 'Wolfson', 'announcing', 'Super', 'Bowl', '50', 'game']",0,32,32,0
"['New', 'camera', 'introduced', 'game', 'degree', 'view', 'provide', 'viewer']",0,32,32,0
"['resolution', 'camera', 'increased', 'game']",0,32,32,0
"['Evan', 'Washburn', 'located', 'announcing', 'game']",0,32,32,0
"['television', 'network', 'aired', 'Super', 'Bowl']",0,32,32,0
"['broadcast', 'television', 'partner', 'NFL']",0,32,32,0
"['network', 'aired', 'Super', 'Bowl', '50']",0,32,32,0
"['announcer', 'Super', 'Bowl', '50']",0,32,32,0
"['Super', 'Bowl', '50', 'sideline', 'announcer']",0,32,32,0
"['resolution', 'Eyevision', 'camera', 'changed']",0,32,32,0
"['put', 'pylon', 'Super', 'Bowl', '50']",0,32,32,0
"['network', 'broadcast', 'game', 'Spanish']",0,33,33,0
"['reported', 'sideline', 'ESPN', 'Deportes']",0,33,33,0
"['provided', 'Spanish-language', 'commentary', 'alongside', 'Raul', 'Allegre']",0,33,33,0
"['On', 'date', 'ESPN', 'Deportes', 'announce', 'deal', 'CBS', 'NFL']",0,33,33,0
"['language', 'ESPN', 'Deportes', 'broadcast', 'game']",0,33,33,0
"['TV', 'network', 'broadcasted', 'Super', 'Bowl', '50', 'Spanish']",0,33,33,0
"['exclusively', 'broadcast', 'game', 'Spanish', 'reaching', 'agreement', 'NFL', 'CBS']",0,33,33,0
"['sideline', 'reporter', 'ESPN', 'Deportes']",0,33,33,0
"['agency', 'Spanish', 'version', 'Super', 'Bowl']",0,33,33,0
"['ESPN', 'Deportes', 'commentator', 'Super', 'Bowl', '50']",0,33,33,0
"['ESPN', 'Deportes', 'sideline', 'commentator', 'Super', 'Bowl', '50']",0,33,33,0
"['service', 'Verizon', 'customer', 'need', 'use', 'stream', 'game', 'smartphones']",0,34,34,0
"['On', 'service', 'ESPN', 'Deportes', 'broadcast', 'streamed']",0,34,34,0
"['CBS', 'website', 'provided', 'stream']",0,34,34,0
"['On', 'game', 'console', 'CBS', 'Sports', 'app', 'available']",0,34,34,0
"['version', 'Windows', 'supported', 'CBS', 'sport', 'app']",0,34,34,0
"['domain', 'name', 'site', 'streamed', 'Super', 'Bowl', '50', 'game']",0,34,34,0
"['game', 'console', 'viewer', 'stream', 'game']",0,34,34,0
"['smartphone', 'customer', 'people', 'stream', 'game', 'phone']",0,34,34,0
"['app', 'viewer', 'use', 'watch', 'game', 'smartphones']",0,34,34,0
"['wireless', 'company', 'exclusive', 'streaming', 'right', 'mobile', 'phone']",0,34,34,0
"['mobile', 'service', 'Verizon', 'customer', 'able', 'watch', 'Super', 'Bowl', '50', 'phone']",1,3,34,0
"['CBS', 'provide', 'Super', 'Bowl', '50', 'broadcast', 'website', 'apps', 'medium', 'player']",0,34,34,0
"['cellular', 'carrier', 'contract', 'Super', 'Bowl', 'shown', 'smartphones']",0,34,34,0
"['ESPN', 'Deportes', 'Spanish', 'version', 'Super', 'Bowl', '50', 'available']",1,4,34,0
"['talk', 'show', 'followed', 'immediately', 'Super', 'Bowl', '50', 'CBS']",1,4,35,0
"['show', 'aired', 'CBS', 'late', 'local', 'programming']",0,35,35,0
"['late', 'night', 'comedy', 'host', 'show', 'played', 'immediately', 'Super', 'Bowl', '50', 'ended']",1,1,35,0
"['CBS', 'talk', 'show', 'played', 'main', 'one', 'began', 'immediately', 'Super', 'Bowl', '50']",1,1,35,0
"['CBS', 'show', 'followed', 'Super', 'Bowl']",0,35,35,0
"['followed', 'Late', 'Show', 'Stephen', 'Colbert']",0,35,35,0
"['followed', 'late', 'local', 'programming', 'Super', 'Bowl', '50']",1,2,35,0
"['base', 'rate', '30-second', 'ad', 'Super', 'Bowl', '50']",1,0,36,0
"['beverage', 'company', 'signed', 'contract', 'allowing', 'broadcast', 'ad', 'discount']",0,36,36,0
"['brand', 'sponsored', 'Crash', 'Super', 'Bowl', 'contest']",1,3,36,0
"['anniversary', 'Pokémon', 'franchise', 'celebrated', 'Super', 'Bowl']",0,36,36,0
"['starting', 'cost', 'TV', 'commercial', 'lasting', '30', 'second', 'airing', 'Super', 'Bowl', '50']",1,0,36,0
"['company', 'given', 'permission', 'air', 'TV', 'commercial', 'Super', 'Bowl', '50', 'discounted', 'price']",1,0,36,0
"['company', 'held', 'contest', 'whereupon', 'contestant', 'enter', 'chance', 'commercial', 'shown', 'Super', 'Bowl', '50']",1,2,36,0
"['video', 'gaming', 'company', 'debuted', 'ad', 'first', 'time', 'Super', 'Bowl', '50']",1,0,36,0
"['made', 'Super', 'Bowl', 'commercial', 'debut', 'Nintendo']",1,2,36,0
"['company', 'able', 'air', 'multiple', 'ad', 'steep', 'discount']",0,36,36,0
"['company', 'held', 'contest', 'fan', 'create', 'ad', 'company']",0,36,36,0
"['company', 'last', 'year', 'getting', 'Super', 'Bowl', 'commercial', 'big', 'discount']",1,0,36,0
"['company', 'last', 'Super', 'Bowl', 'would', 'let', 'customer', 'opportunity', 'get', 'commercial', 'idea', 'aired']",1,2,36,0
"['Doritos', 'customer', 'Super', 'Bowl', 'ad', 'campaign', 'called']",1,0,36,0
"['name', 'contest', 'sponsored', 'QuickBooks']",0,37,37,0
"['company', 'free', 'advertisement', 'due', 'QuickBooks', 'contest']",0,37,37,0
"['long', 'Death', 'Wish', 'Coffee', 'commercial']",0,37,37,0
"['Besides', 'Death', 'Wish', 'Coffee', 'competitor', 'participated', 'contest']",0,37,37,0
"['company', 'contest', 'ad', 'shown', 'free', 'Super', 'Bowl', '50']",1,0,37,0
"['contestant', 'company', 'ad', 'shown', 'free', 'beat']",0,37,37,0
"['company', 'sponsored', 'contest', 'called', 'Small', 'Business', 'Big', 'Game']",0,37,37,0
"['company', 'commercial', 'aired', 'free', 'result', 'Quickbooks', 'contest']",0,37,37,0
"['company', 'part', 'Quickbooks', 'contest']",0,37,37,0
"['company', 'contest', 'win', 'free', 'Super', 'Bowl', 'commercial']",1,1,37,0
"['competition', 'get', 'free', 'Super', 'Bowl', 'commercial', 'aired']",1,1,37,0
"['Universal', 'trailer', 'debuted', 'Super', 'Bowl']",1,0,38,0
"['Lionsgate', 'trailer', 'shown', 'Super', 'Bowl']",1,0,38,0
"['Along', '10', 'Cloverfield', 'Lane', 'Paramount', 'trailer', 'appeared', 'Super', 'Bowl']",1,2,38,0
"['subtitle', 'Independence', 'Day', 'movie', 'trailer', 'Super', 'Bowl']",1,0,38,0
"['film', 'Lionsgate', 'pay', 'trailer', 'aired', 'Super', 'Bowl']",1,0,38,0
"['Paramount', 'paid', 'fo', '10', 'Cloverfield', 'Lane', 'film', 'trailer', 'aired', 'game']",0,38,38,0
"['Universal', 'Paid', 'Secret', 'Life', 'Pets', 'film', 'trailer']",0,38,38,0
"['Disney', 'paid', 'Jungle', 'Book', 'Alice', 'Through', 'Looking', 'Glass', 'film', 'trailer', 'aired', 'game']",0,38,38,0
"['famous', 'July', 'Fourth', 'holiday', 'movie', 'Fox', 'pay', 'advertise', 'sequel', 'Super', 'Bowl']",1,0,38,0
"['movie', 'company', 'paid', 'next', 'Jason', 'Bourne', 'movie', 'ad', 'shown', 'Super', 'Bowl']",0,38,38,0
"['company', 'paid', 'Super', 'Bowl', '50', 'ad', 'show', 'trailer', 'X-Men', 'Apocalypse']",1,0,38,0
"['radio', 'network', 'carried', 'Super', 'Bowl']",0,39,39,0
"['play-by-play', 'Westwood', 'One']",0,39,39,0
"['handled', 'pre-game', 'coverage', 'Westwood', 'One']",0,39,39,0
"['Along', 'Dan', 'Fouts', 'served', 'color', 'analyst', 'radio', 'broadcast']",0,39,39,0
"['shared', 'sideline', 'reporting', 'duty', 'Mark', 'Malone']",0,39,39,0
"['color', 'analyst', 'involved', 'Super', 'Bowl', '50']",1,3,39,0
"['announced', 'game', 'play-by-play', 'Super', 'Bowl', '50']",0,39,39,0
"['carry', 'game', 'throughout', 'North', 'America']",0,39,39,0
"['play-by-play', 'announcer', 'game']",0,39,39,0
"['covered', 'halftime', 'coverage']",0,39,39,0
"['announcer', 'Westwood', 'One', 'Super', 'Bowl', '50', 'coverage']",1,0,39,0
"['Westwood', 'one', 'color', 'analyst']",0,39,39,0
"['Westwood', 'One', 'sideline', 'announcer']",0,39,39,0
"['Jim', 'Gray', 'cover']",0,39,39,0
"['area', 'Westwood', 'One', 'broadcast', 'cover']",0,39,39,0
"['radio', 'station', 'located', '103.5FM', 'dial', 'Denver']",0,40,40,0
"['handled', 'play-by-play', 'Denver', 'radio', 'market']",0,40,40,0
"['frequency', 'radio', 'station', 'WBT', 'North', 'Carolina']",0,40,40,0
"['city', 'WBT-FM', 'located']",0,40,40,0
"['play-by-play', 'WBT', 'broadcast']",0,40,40,0
"['handled', 'play-by-play', 'Denver', 'radio', 'station']",0,40,40,0
"['handled', 'color', 'commentary', 'Denver', 'radio', 'station']",0,40,40,0
"['station', 'covered', 'game', 'North', 'Carolina']",0,40,40,0
"['handled', 'play-by-play', 'WBT']",0,40,40,0
"['two', 'radio', 'station', 'Denver', 'carried', 'Super', 'Bowl', '50']",0,40,40,0
"['radio', 'station', 'South', 'Carolina', 'carried', 'Super', 'Bowl', '50', 'game']",1,0,40,0
"['BBC', 'radio', 'station', 'carry', 'game', 'United', 'Kingdom']",0,41,41,0
"['Aside', 'BBC', 'Radio', '5', 'radio', 'station', 'broadcast', 'game']",0,41,41,0
"['make', 'BBC', 'commentary', 'team', 'Greg', 'Brady', 'Rocky', 'Boiman']",0,41,41,0
"['British', 'TV', 'network', 'carry', 'Super', 'Bowl']",0,41,41,0
"['British', 'commentator', 'include', 'Darren', 'Fletcher', 'Rocky', 'Boiman', 'else']",0,41,41,0
"['Most', 'Valuable', 'Player', 'Super', 'Bowl', 'II']",0,42,42,0
"['player', 'MVP', 'Super', 'Bowl', 'V']",0,42,42,0
"['Most', 'Valuable', 'Player', 'Super', 'Bowl', 'XLI']",0,42,42,0
"['year', 'Harvey', 'Martin', 'die']",0,42,42,0
"['present', 'quarterback', 'Broncos']",0,42,42,0
"['prior', 'Super', 'Bowl', 'MVPs', 'appeared', 'together', 'pregame', 'show']",0,42,42,0
"['former', 'MVP', 'shown', 'locker', 'room']",0,42,42,0
"['MVP', 'died', '2001']",0,42,42,0
"['player', 'awarded', 'Most', 'Valuable', 'Player', 'distinction', 'Super', 'Bowl']",0,42,42,0
"['former', 'MVP', 'honoree', 'present', 'pregame', 'ceremony']",0,42,42,0
"['MVP', 'Super', 'Bowl', 'II']",0,42,42,0
"['MVP', 'Super', 'Bowl', 'XLI']",0,42,42,0
"['MVP', 'honoree', 'died', '2001']",0,42,42,0
"['Grammys', 'Lady', 'Gaga']",0,43,43,0
"['Lady', 'Gaga', 'sing']",0,43,43,0
"['award', 'Marlee', 'Matlin']",0,43,43,0
"['Marlee', 'Matlin', 'translate']",0,43,43,0
"['Into', 'language', 'Marlee', 'Matlin', 'translate', 'national', 'anthem']",0,43,43,0
"['sang', 'national', 'anthem']",0,43,43,0
"['actress', 'ASL', 'translation', 'game']",1,2,43,0
"['National', 'Anthem', 'Super', 'Bowl', '50']",0,43,43,0
"['actor', 'sign', 'language', 'National', 'Anthem', 'Superbowl', '50']",0,43,43,0
"['Super', 'Bowl', '50', 'National', 'Anthem']",0,43,43,0
"['Grammy', 'Award', 'text', 'say', 'Lady', 'Gaga']",0,43,43,0
"['sign', 'language', 'National', 'Anthem', 'Super', 'Bowl', '50']",0,43,43,0
"['On', 'date', 'NFL', 'announce', 'Coldplay', 'would', 'headline', 'halftime', 'show']",0,44,44,0
"['nationality', 'band', 'Coldplay']",0,44,44,0
"['At', 'Super', 'Bowl', 'Beyoncé', 'headline', 'halftime', 'show']",0,44,44,0
"['name', 'single', 'Coldplay', 'Beyoncé', 'collaborated']",0,44,44,0
"['previous', 'Super', 'Bowl', 'halftime', 'show', 'Bruno', 'Mars', 'headline']",1,2,44,0
"['lead', 'halftime', 'show', 'Super', 'Bowl', '50']",1,3,44,0
"['company', 'confirmed', 'Beyoncé', 'would', 'participate', 'Super', 'Bowl', '50', 'halftime', 'show']",0,44,44,0
"['song', 'Coldplay', 'Beyoncé', 'collaborate', 'Super', 'Bowl', '50', 'halftime', 'show']",0,44,44,0
"['headlined', 'Super', 'Bowl', '50', 'halftime', 'show']",1,1,44,0
