word,label,parag_no,title_no
over 12 million,CARDINAL,2,7
the Riverside-San Bernardino,ORG,2,7
over four million,CARDINAL,2,7
San Diego,GPE,2,7
over 3 million,CARDINAL,2,7
CSA,ORG,2,7
five,CARDINAL,2,7
Los Angeles,GPE,2,7
San Bernardino,GPE,2,7
Ventura,GPE,2,7
the Greater Los Angeles Area,FAC,2,7
over 17.5 million,CARDINAL,2,7
22 million,CARDINAL,2,7
California,GPE,2,7
60 percent,PERCENT,2,7
California,GPE,2,7
the Colorado Desert,LOC,3,7
the Colorado River,LOC,3,7
Arizona,GPE,3,7
the Mojave Desert,LOC,3,7
Nevada,GPE,3,7
Mexico,GPE,3,7
United States,GPE,3,7
California,GPE,4,7
two,CARDINAL,4,7
Los Angeles,GPE,4,7
San Diego,GPE,4,7
three,CARDINAL,4,7
"3,792,621",CARDINAL,4,7
Los Angeles,GPE,4,7
California,GPE,4,7
second,ORDINAL,4,7
the United States,GPE,4,7
"1,307,402",CARDINAL,4,7
San Diego,GPE,4,7
second,ORDINAL,4,7
eighth,ORDINAL,4,7
Los Angeles,GPE,5,7
Orange,GPE,5,7
San Diego,GPE,5,7
San Bernardino,GPE,5,7
Riverside,PRODUCT,5,7
five,CARDINAL,5,7
15,CARDINAL,5,7
the United States,GPE,5,7
the Los Angeles,GPE,6,7
California,GPE,6,7
Hollywood,GPE,6,7
Los Angeles,GPE,6,7
California,GPE,6,7
The Walt Disney Company,ORG,6,7
ABC,ORG,6,7
Sony Pictures,ORG,6,7
Universal,ORG,6,7
MGM,ORG,6,7
Paramount Pictures,ORG,6,7
20th Century Fox,DATE,6,7
Warner Brothers,ORG,6,7
Warner Brothers,ORG,6,7
Sony,ORG,6,7
Southern California,LOC,7,7
Volcom,ORG,7,7
Quiksilver,GPE,7,7
Body Glove,PERSON,7,7
Tony Hawk,PERSON,7,7
Rob Machado,PERSON,7,7
Tim Curran,PERSON,7,7
Bobby Martinez,PERSON,7,7
Pat O'Connell,PERSON,7,7
Dane Reynolds,PERSON,7,7
Chris Ward,PERSON,7,7
Shaun White,PERSON,7,7
California,GPE,7,7
California,GPE,7,7
Trestles,ORG,7,7
Rincon,ORG,7,7
Wedge,NORP,7,7
Huntington Beach,GPE,7,7
Malibu,GPE,7,7
second,ORDINAL,7,7
Oahu,ORG,7,7
the X Games,EVENT,7,7
the U.S. Open of Surfing,EVENT,7,7
California,GPE,7,7
Southern California,LOC,7,7
Transpacific Yacht Race,WORK_OF_ART,7,7
Los Angeles,GPE,7,7
Hawaii,GPE,7,7
The San Diego Yacht Club,ORG,7,7
1988 to 1995,DATE,7,7
three,CARDINAL,7,7
America's Cup,EVENT,7,7
California,GPE,8,7
Palm Springs,GPE,8,7
Southern California,LOC,9,7
California,GPE,9,7
California,GPE,9,7
9,CARDINAL,9,7
58.23,CARDINAL,9,7
around 11 miles,QUANTITY,9,7
18 km,QUANTITY,9,7
San Jose,GPE,9,7
two,CARDINAL,9,7
California,GPE,9,7
California,GPE,9,7
ten,CARDINAL,9,7
35,CARDINAL,9,7
28″,CARDINAL,9,7
San Luis Obispo,GPE,9,7
Kern,PERSON,9,7
San Bernardino,GPE,9,7
California,GPE,9,7
the Tehachapi Mountains,LOC,9,7
California,GPE,10,7
Mexico,GPE,10,7
California,GPE,10,7
Monterey,GPE,10,7
Los Angeles,GPE,10,7
Alta California,LOC,10,7
California,GPE,10,7
the United States,GPE,10,7
Alta California,ORG,10,7
36 degrees,QUANTITY,10,7
30 minutes,TIME,10,7
the Missouri Compromise,ORG,10,7
1850,DATE,10,7
California,GPE,10,7
California,GPE,10,7
Californios,PERSON,11,7
California,GPE,11,7
three,CARDINAL,11,7
the 1850s,DATE,11,7
Northern California,LOC,11,7
the Pico Act,LAW,11,7
1859,DATE,11,7
the California State Legislature,ORG,11,7
State,ORG,11,7
John B. Weller,PERSON,11,7
nearly 75%,PERCENT,11,7
Territory of Colorado,ORG,11,7
Tulare County,GPE,11,7
Kings,GPE,11,7
Kern,ORG,11,7
Inyo,PERSON,11,7
San Luis Obispo County,GPE,11,7
Washington,GPE,11,7
D.C.,GPE,11,7
Milton Latham,PERSON,11,7
Abraham Lincoln,PERSON,11,7
1860,DATE,11,7
1900,DATE,12,7
the Los Angeles Times,ORG,12,7
California,GPE,12,7
seven,CARDINAL,12,7
Los Angeles,GPE,12,7
San Bernardino,GPE,12,7
"Orange, Riverside",ORG,12,7
San Diego,GPE,12,7
Ventura,GPE,12,7
Santa Barbara,GPE,12,7
1999,DATE,12,7
Times,ORG,12,7
Imperial,ORG,12,7
California,GPE,13,7
two,CARDINAL,13,7
AAA Auto Clubs,ORG,13,7
the California State Automobile Association,ORG,13,7
the Automobile Club of Southern California,ORG,13,7
California,GPE,13,7
three,CARDINAL,13,7
Los Angeles County,GPE,13,7
Kern,PERSON,13,7
San Bernardino,GPE,13,7
California,GPE,13,7
Southern California,LOC,14,7
third,ORDINAL,14,7
the United States,GPE,14,7
the Great Lakes Megalopolis,FAC,14,7
California,GPE,14,7
Los Angeles,GPE,14,7
Orange County,GPE,14,7
San Diego,GPE,14,7
Riverside-San Bernardino,ORG,14,7
San Diego,GPE,14,7
Baja California,LOC,14,7
Interstate 5,FAC,15,7
Camp Pendleton,FAC,15,7
Interstate 15,FAC,15,7
Interstate 215,FAC,15,7
Temecula,PERSON,15,7
Murrieta,ORG,15,7
San Diego,GPE,15,7
the Inland Empire,GPE,15,7
the United States Census Bureau,ORG,15,7
San Bernardino,GPE,15,7
Riverside County,GPE,15,7
Riverside-San Bernardino,WORK_OF_ART,15,7
Los Angeles County,GPE,15,7
L.A.,GPE,15,7
San Bernardino,GPE,15,7
Riverside Counties,ORG,15,7
the 1980s and 1990s,DATE,15,7
Antelope Valley,LOC,15,7
Los Angeles,GPE,15,7
the Victor Valley,LOC,15,7
the Coachella Valley,LOC,15,7
the Imperial Valley,LOC,15,7
the Bakersfield-Kern County,FAC,15,7
Santa Maria,GPE,15,7
San Luis Obispo,GPE,15,7
Southern California,LOC,16,7
Mediterranean,LOC,16,7
many sunny days,DATE,16,7
winters,DATE,16,7
90,CARDINAL,16,7
winters,DATE,16,7
70-50's,PERCENT,16,7
Southern California,LOC,16,7
Mediterranean,LOC,16,7
Southwest,LOC,16,7
Southern California,LOC,17,7
one,CARDINAL,17,7
Pacific Ocean,LOC,17,7
Transverse,PERSON,17,7
California,GPE,17,7
California,GPE,18,7
"about 10,000",CARDINAL,18,7
Only several hundred,CARDINAL,18,7
3.0,CARDINAL,18,7
only about 15–20,CARDINAL,18,7
4.0,CARDINAL,18,7
6.7,CARDINAL,18,7
1994,DATE,18,7
Northridge,ORG,18,7
U.S.,GPE,18,7
over $20 billion,MONEY,18,7
6.7,CARDINAL,19,7
the San Andreas Fault,FAC,19,7
8.0,CARDINAL,19,7
the San Jacinto Fault,ORG,19,7
the Puente Hills Fault,ORG,19,7
USGS,ORG,19,7
California,GPE,19,7
California,GPE,19,7
Southern California,LOC,20,7
California,GPE,20,7
2010,DATE,21,7
United States Census,ORG,21,7
California,GPE,21,7
"22,680,010",CARDINAL,21,7
California,GPE,21,7
10.0%,PERCENT,21,7
the 2000s,DATE,21,7
California,GPE,21,7
the Bay Area,LOC,21,7
Greater Sacramento,LOC,21,7
Southern California,LOC,22,7
one,CARDINAL,22,7
eight,CARDINAL,22,7
Metropolitan Statistical Areas,ORG,22,7
one,CARDINAL,22,7
two,CARDINAL,22,7
five million,CARDINAL,22,7
the Greater Los Angeles Area,ORG,22,7
"17,786,419",CARDINAL,22,7
San Diego,GPE,22,7
"5,105,768",CARDINAL,22,7
the Los Angeles-Long Beach-,ORG,22,7
Santa Ana,GPE,22,7
Riverside-San Bernardino-,ORG,22,7
Oxnard-Thousand Oaks-Ventura,ORG,22,7
Greater Los Angeles,GPE,22,7
El Centro,ORG,22,7
San Diego-Carlsbad,GPE,22,7
Marcos,PERSON,22,7
the Southern Border Region,ORG,22,7
Greater Los Angeles,GPE,22,7
Santa Barbara,GPE,22,7
San Luis Obispo,GPE,22,7
Bakersfield,ORG,22,7
Los Angeles,GPE,23,7
3.7 million,CARDINAL,23,7
San Diego,GPE,23,7
1.3 million,CARDINAL,23,7
California,GPE,23,7
two,CARDINAL,23,7
California,GPE,23,7
two,CARDINAL,23,7
eight,CARDINAL,23,7
the United States,GPE,23,7
California,GPE,23,7
twelve,CARDINAL,23,7
"more than 200,000",CARDINAL,23,7
34,CARDINAL,23,7
"over 100,000",CARDINAL,23,7
California,GPE,23,7
San Bernardino,GPE,23,7
Southern California's,LOC,24,7
one,CARDINAL,24,7
the United States,GPE,24,7
Southern California,LOC,24,7
Hollywood,GPE,24,7
2001–2007,CARDINAL,24,7
the 1920s,DATE,25,7
one,CARDINAL,25,7
U.S.,GPE,25,7
Southern California,LOC,26,7
Los Angeles,GPE,26,7
San Diego,GPE,26,7
San Bernardino,GPE,26,7
Downtown Bakersfield,GPE,26,7
South Coast Metro,LOC,26,7
Downtown Riverside,ORG,26,7
the Los Angeles Area,ORG,27,7
Downtown Burbank,GPE,27,7
Santa Monica,GPE,27,7
Downtown Glendale,ORG,27,7
Long Beach,GPE,27,7
Los Angeles,GPE,27,7
Los Angeles,GPE,27,7
the Wilshire Boulevard Miracle Mile,FAC,27,7
Century City,GPE,27,7
Westwood,GPE,27,7
Warner Center,ORG,27,7
the San Fernando Valley,LOC,27,7
Downtown San Bernardino,GPE,28,7
Hospitality Business/Financial Centre,ORG,28,7
University Town,ORG,28,7
San Bernardino,GPE,28,7
Orange County,GPE,29,7
Santa Ana,GPE,29,7
the South Coast Metro,LOC,29,7
Newport Center,FAC,29,7
Irvine,NORP,29,7
The Irvine Spectrum,ORG,29,7
West Irvine,GPE,29,7
"the University of California, Irvine",ORG,29,7
West Irvine,LOC,29,7
the Irvine Tech Center,ORG,29,7
Jamboree Business Parks,NORP,29,7
San Diego,GPE,30,7
San Diego,GPE,30,7
Carmel Valley,LOC,30,7
Del Mar Heights,GPE,30,7
University City,GPE,30,7
Northern San Diego,LOC,30,7
North County,GPE,30,7
Southern California,LOC,31,7
Los Angeles International Airport,ORG,31,7
second,ORDINAL,31,7
the United States,GPE,31,7
World,ORG,31,7
third,ORDINAL,31,7
Busiest,PERSON,31,7
the United States,GPE,31,7
San Diego International Airport,FAC,31,7
Van Nuys Airport,FAC,31,7
Orange County,GPE,31,7
Bakersfield,GPE,31,7
Ontario,GPE,31,7
Burbank,ORG,31,7
Long Beach,GPE,31,7
Six,CARDINAL,32,7
seven,CARDINAL,32,7
Metrolink,PERSON,32,7
Downtown Los Angeles,GPE,32,7
Los Angeles,GPE,32,7
Ventura,GPE,32,7
San Bernardino,GPE,32,7
San Diego,GPE,32,7
San Bernardino,GPE,32,7
Orange,NORP,32,7
Southern California,LOC,33,7
the Port of Los Angeles,FAC,33,7
the United States',GPE,33,7
Port of Long Beach,FAC,33,7
the United States',GPE,33,7
second,ORDINAL,33,7
the Port of San Diego,FAC,33,7
The Tech Coast,LOC,34,7
5 University of California,ORG,34,7
Irvine,GPE,34,7
Los Angeles,GPE,34,7
Riverside,GPE,34,7
Santa Barbara,GPE,34,7
San Diego,GPE,34,7
12,CARDINAL,34,7
California State University,ORG,34,7
Bakersfield,GPE,34,7
Channel Islands,GPE,34,7
Dominguez Hills,GPE,34,7
Fullerton,GPE,34,7
Los Angeles,GPE,34,7
Long Beach,GPE,34,7
Northridge,GPE,34,7
Pomona,GPE,34,7
San Bernardino,GPE,34,7
San Diego,GPE,34,7
San Marcos,GPE,34,7
San Luis Obispo,GPE,34,7
the California Institute of Technology,ORG,34,7
Chapman University,ORG,34,7
the Claremont Colleges,ORG,34,7
Harvey Mudd College,ORG,34,7
Pitzer College,ORG,34,7
Pomona College,ORG,34,7
Scripps College,ORG,34,7
Loma Linda University,ORG,34,7
Loyola Marymount University,ORG,34,7
"Occidental College, Pepperdine University",ORG,34,7
"University of Redlands, University of San Diego",ORG,34,7
the University of Southern California,ORG,34,7
Southern California,LOC,35,7
NFL,ORG,35,7
Los Angeles Rams,ORG,35,7
San Diego Chargers,GPE,35,7
NBA,ORG,35,7
Los Angeles Lakers,ORG,35,7
Los Angeles Clippers,ORG,35,7
MLB,ORG,35,7
Los Angeles Dodgers,ORG,35,7
Los Angeles Angels of,ORG,35,7
Anaheim,GPE,35,7
San Diego Padres,GPE,35,7
NHL,ORG,35,7
Los Angeles Kings,GPE,35,7
Anaheim Ducks,PERSON,35,7
MLS,ORG,35,7
LA Galaxy,ORG,35,7
2005,DATE,36,7
2014,DATE,36,7
two,CARDINAL,36,7
Major League Soccer,ORG,36,7
Los Angeles,GPE,36,7
the LA Galaxy,ORG,36,7
Chivas USA,ORG,36,7
the StubHub Center,FAC,36,7
Chivas,PRODUCT,36,7
2014,DATE,36,7
MLS,ORG,36,7
season,DATE,36,7
second,ORDINAL,36,7
MLS,ORG,36,7
2018,DATE,36,7
California,GPE,37,7
Trojans,NORP,37,7
NCAA Division,ORG,37,7
California,GPE,38,7
November 1990,DATE,0,8
Sky Television,ORG,0,8
British Satellite Broadcasting,ORG,0,8
UK,GPE,0,8
2014,DATE,0,8
Sky Italia,ORG,0,8
90.04%,PERCENT,0,8
Sky Deutschland,ORG,0,8
November 2014,DATE,0,8
British Sky Broadcasting Group plc,ORG,0,8
Sky plc,ORG,0,8
United Kingdom,GPE,0,8
British Sky Broadcasting Limited,ORG,0,8
Sky UK Limited,ORG,0,8
Sky,ORG,0,8
the European Commission,ORG,1,8
the 2007–08 season,DATE,1,8
May 2006,DATE,1,8
Irish,NORP,1,8
Setanta Sports,ORG,1,8
two,CARDINAL,1,8
six,CARDINAL,1,8
Premier League,ORG,1,8
English,NORP,1,8
four,CARDINAL,1,8
1.3bn,MONEY,1,8
February 2015,DATE,1,8
Sky,ORG,1,8
120,CARDINAL,1,8
the three seasons,DATE,1,8
2016,DATE,1,8
70%,PERCENT,1,8
1bn,MONEY,1,8
9%,PERCENT,1,8
Sky,ORG,1,8
ONdigital,ORG,2,8
ITV Digital's,ORG,2,8
Freeview,ORG,2,8
BBC,ORG,2,8
ITV,ORG,2,8
Channel 4,ORG,2,8
National Grid Wireless,ORG,2,8
Prior to October 2005,DATE,2,8
three,CARDINAL,2,8
Sky News,ORG,2,8
Sky Three,ORG,2,8
Sky Sports News,ORG,2,8
Sky Travel,ORG,2,8
Sky Three,ORG,2,8
31 October 2005,DATE,2,8
2011,DATE,2,8
two,CARDINAL,3,8
1 July 2007,DATE,3,8
Sky+,GPE,3,8
Sky+,GPE,3,8
monthly,DATE,3,8
January 2010,DATE,3,8
the Sky+ Box,ORG,3,8
Sky Box,PERSON,3,8
Sky+,GPE,3,8
February 2011,DATE,3,8
Multiroom,PRODUCT,3,8
SkyHD,ORG,3,8
Sky+,GPE,3,8
September 2007,DATE,3,8
Sky,ORG,3,8
31 March 2008,DATE,3,8
Sky,ORG,3,8
"3,393,000",CARDINAL,3,8
VideoGuard,PRODUCT,4,8
NDS,ORG,4,8
Cisco Systems,ORG,4,8
VideoGuard,PRODUCT,4,8
Personal,ORG,4,8
PVR,ORG,4,8
2007,DATE,5,8
Virgin Media,PERSON,5,8
Sky,ORG,5,8
NTL,ORG,5,8
Telewest,LOC,5,8
Virgin Media,PERSON,5,8
1 March 2007,DATE,5,8
Virgin Media,PERSON,5,8
July 2013,DATE,6,8
Microsoft,ORG,6,8
SkyDrive,ORG,6,8
Sky,ORG,6,8
Sky,WORK_OF_ART,6,8
31 July 2013,DATE,6,8
Microsoft,ORG,6,8
Microsoft,ORG,6,8
SkyDrive,ORG,6,8
27 January 2014,DATE,6,8
Microsoft,ORG,6,8
SkyDrive,ORG,6,8
OneDrive,ORG,6,8
OneDrive for Business,WORK_OF_ART,6,8
1 September 1993,DATE,7,8
Sam Chisholm,PERSON,7,8
Rupert Murdoch,PERSON,7,8
four,CARDINAL,7,8
Astra,ORG,7,8
BSkyB,PERSON,7,8
27 September 2001,DATE,7,8
Sky Digital,ORG,7,8
Videocrypt,GPE,7,8
Sky Multichannels,ORG,7,8
two months,DATE,7,8
"400,000",CARDINAL,7,8
at least one,CARDINAL,7,8
3.5 million,CARDINAL,7,8
mid-1994,DATE,7,8
Michael Grade,PERSON,7,8
the Select Committee on National Heritage,ORG,7,8
Sky UK Limited,ORG,8,8
British,NORP,8,8
Sky Broadcasting,ORG,8,8
British,NORP,8,8
the United Kingdom,GPE,8,8
the United Kingdom,GPE,8,8
UK,GPE,8,8
11 million,CARDINAL,8,8
2015,DATE,8,8
UK,GPE,8,8
Freeview,ORG,8,8
April 2007,DATE,8,8
Isleworth,PERSON,8,8
18 November 2015,DATE,9,8
Sky,PERSON,9,8
Sky Q,PERSON,9,8
2016,DATE,9,8
three,CARDINAL,9,8
Sky Q Silver,PERSON,9,8
Sky Q Mini,PERSON,9,8
UHD,ORG,9,8
Sky,ORG,9,8
2016,DATE,9,8
the Sky Movies,PRODUCT,10,8
Sky Box Office,ORG,10,8
Dolby Digital,PERSON,10,8
Sky+,NORP,10,8
Sky+,GPE,10,8
MPEG-4,PERSON,10,8
DVB-S2,ORG,10,8
7-day,DATE,10,8
EPG,ORG,10,8
Sky News,ORG,10,8
Sky Digital,ORG,11,8
1998,DATE,11,8
Astra,ORG,11,8
28.5,CARDINAL,11,8
19.2,CARDINAL,11,8
Astra,ORG,11,8
Eutelsat,ORG,11,8
Eutelsat 33C,ORG,11,8
28.5,CARDINAL,11,8
Sky,ORG,11,8
hundreds,CARDINAL,11,8
European,NORP,11,8
28.5,CARDINAL,11,8
the United Kingdom,GPE,11,8
Sky+ HD,ORG,12,8
22 May 2006,DATE,12,8
"40,000",CARDINAL,12,8
the week,DATE,12,8
STB,ORG,12,8
Thomson,ORG,12,8
Thursday 18 May 2006,DATE,12,8
the weekend,DATE,12,8
BBC,ORG,12,8
"17,000",CARDINAL,12,8
31 March 2012,DATE,12,8
Sky,ORG,12,8
"4,222,000",CARDINAL,12,8
8 February 2007,DATE,13,8
three,CARDINAL,13,8
four,CARDINAL,13,8
English,NORP,13,8
League Football,PERSON,13,8
a day,DATE,13,8
Setanta Sports,ORG,13,8
March,DATE,13,8
the same day,DATE,13,8
NTL,ORG,13,8
Virgin Media,PERSON,13,8
Freeview,GPE,13,8
Ku,PRODUCT,14,8
LNB,ORG,14,8
9.75/10.600 GHz,CARDINAL,14,8
monthly,DATE,14,8
monthly,DATE,14,8
VideoGuard,PRODUCT,14,8
UK,GPE,14,8
Sky,ORG,14,8
Sky,ORG,14,8
the autumn of 1991,DATE,15,8
Premier League,ORG,15,8
five-year,DATE,15,8
the 1992 season,DATE,15,8
ITV,ORG,15,8
ITV,ORG,15,8
18,MONEY,15,8
BBC,ORG,15,8
BBC,ORG,15,8
304,MONEY,15,8
up to 60,CARDINAL,15,8
the 1992 season,DATE,15,8
Murdoch,PERSON,15,8
A few weeks,DATE,15,8
ITV,ORG,15,8
the High Court,ORG,15,8
ITV,ORG,15,8
the Office of Fair Trading,ORG,15,8
Rupert Murdoch's,PERSON,15,8
A few days later,DATE,15,8
ITV,ORG,15,8
262,MONEY,15,8
Premier League,ORG,15,8
EPG,ORG,16,8
Ofcom,ORG,16,8
28,CARDINAL,16,8
East,LOC,16,8
EPG,ORG,16,8
"15–100,000",MONEY,16,8
Third,ORDINAL,16,8
EPG,ORG,16,8
1 October 1998,DATE,17,8
Sky Digital,ORG,17,8
Sky Digital,ORG,17,8
Sky,ORG,17,8
Sky Active,ORG,17,8
ITV Digital,ORG,17,8
30 days,DATE,17,8
"over 100,000",CARDINAL,17,8
May 1999,DATE,17,8
Virgin Media,PERSON,18,8
2007,DATE,18,8
30 November 2006,DATE,18,8
30 July 2009,DATE,18,8
one,CARDINAL,18,8
BBC,ORG,18,8
ITV,ORG,18,8
Virgin Media,PERSON,18,8
Virgin Media,PERSON,18,8
Channel 4 HD,ORG,18,8
Virgin Media,PERSON,18,8
Video On Demand,ORG,18,8
Virgin Media,PERSON,18,8
the years,DATE,18,8
10 million,CARDINAL,19,8
2010,DATE,19,8
Europe,LOC,19,8
first,ORDINAL,19,8
36%,PERCENT,19,8
UK,GPE,19,8
more than 25,CARDINAL,19,8
August 2004,DATE,19,8
Europe,LOC,19,8
Daily Mail,ORG,20,8
2012,DATE,20,8
UK,GPE,20,8
Sky TV,ORG,20,8
December,DATE,20,8
UK,GPE,20,8
Alec Shelbrooke,PERSON,20,8
Welfare Cash Card,WORK_OF_ART,20,8
the Supplemental Nutrition Assistance Program,ORG,20,8
annual,DATE,21,8
30,MONEY,21,8
Video On Demand and High Definition,ORG,21,8
Virgin Media,PERSON,21,8
High Court,ORG,21,8
Victoria,GPE,0,9
Victoria,PERSON,0,9
GSP,ORG,0,9
second,ORDINAL,0,9
Australia,GPE,0,9
Victoria,GPE,0,9
fourth,ORDINAL,0,9
GSP,ORG,0,9
Melbourne,GPE,0,9
Australia,GPE,0,9
The Melbourne Cricket Ground,ORG,0,9
Australia,GPE,0,9
1956,DATE,0,9
Summer Olympics,EVENT,0,9
the 2006 Commonwealth Games,ORG,0,9
Australian,NORP,0,9
Australian,NORP,0,9
the Australian Football League,ORG,0,9
each year,DATE,0,9
"over 95,000",CARDINAL,0,9
eight,CARDINAL,0,9
the University of Melbourne,ORG,0,9
1853,DATE,0,9
Immigrants,ORG,1,9
Ireland,GPE,1,9
China,GPE,1,9
Chinese,NORP,1,9
Victoria,GPE,1,9
Bendigo,GPE,1,9
anti-Chinese,NORP,1,9
Lambing Flat,ORG,1,9
New South Wales,GPE,1,9
Buckland Valley,LOC,1,9
Bright,GPE,1,9
1857,DATE,1,9
Buckland Valley,LOC,1,9
1854,DATE,1,9
"over 1,000",CARDINAL,1,9
November 2006,DATE,2,9
the Victorian Legislative Council,ORG,2,9
Victoria,GPE,2,9
eight,CARDINAL,2,9
five,CARDINAL,2,9
Single Transferable Vote,ORG,2,9
44,CARDINAL,2,9
40,CARDINAL,2,9
four years,DATE,2,9
the Victorian Parliament,ORG,2,9
November every four years,DATE,2,9
2006,DATE,2,9
the Legislative Council,ORG,2,9
44,CARDINAL,2,9
eight-year,DATE,2,9
22,CARDINAL,2,9
two,CARDINAL,2,9
Australian Labor Party,ORG,3,9
ALP,ORG,3,9
Liberal Party,ORG,3,9
Australia,GPE,3,9
National Party of Australia,ORG,3,9
Australian,NORP,3,9
Victoria,PERSON,3,9
Labor,ORG,3,9
Melbourne,GPE,3,9
Ballarat,GPE,3,9
Bendigo,GPE,3,9
Geelong,GPE,3,9
Liberals,ORG,3,9
Melbourne,GPE,3,9
Victoria,GPE,3,9
North Western,LOC,3,9
Eastern,ORG,3,9
Greens,NORP,3,9
first,ORDINAL,3,9
2014,DATE,3,9
Melbourne,GPE,3,9
About 61.1%,PERCENT,4,9
Victorians,NORP,4,9
Christian,NORP,4,9
Roman Catholics,NORP,4,9
26.7%,PERCENT,4,9
Victorian,NORP,4,9
Anglicans,NORP,4,9
the Uniting Church,ORG,4,9
non-Christian,NORP,4,9
"168,637",CARDINAL,4,9
Victoria,PERSON,4,9
"152,775",CARDINAL,4,9
Muslims,NORP,4,9
"45,150",CARDINAL,4,9
Jews,NORP,4,9
Around 20%,PERCENT,4,9
Victorians,NORP,4,9
Victoria,PERSON,5,9
Vic,PERSON,5,9
Australia,GPE,5,9
Victoria,GPE,5,9
Australia,GPE,5,9
second,ORDINAL,5,9
Port Phillip Bay,FAC,5,9
Melbourne,GPE,5,9
Australia,GPE,5,9
second,ORDINAL,5,9
Australian,NORP,5,9
Victoria,GPE,5,9
Bass Strait,LOC,5,9
Tasmania,GPE,5,9
1,CARDINAL,5,9
the Tasman Sea,LOC,5,9
South Australia,GPE,5,9
European,NORP,6,9
Victoria,GPE,6,9
Koori,NORP,6,9
Great Britain,GPE,6,9
Australian,NORP,6,9
135th,ORDINAL,6,9
1788,DATE,6,9
Victoria,GPE,6,9
New South Wales,GPE,6,9
first,ORDINAL,6,9
1803,DATE,6,9
Sullivan Bay,FAC,6,9
Victoria,GPE,6,9
the Port Phillip District,FAC,6,9
1836,DATE,6,9
New South Wales,GPE,6,9
Victoria,PERSON,6,9
1851,DATE,6,9
1855,DATE,6,9
Victorian,NORP,6,9
the 1850s,DATE,6,9
1860s,DATE,6,9
the Federation of Australia,ORG,6,9
1901,DATE,6,9
Melbourne,PERSON,6,9
Australasia,GPE,6,9
Melbourne,PERSON,6,9
Australia,GPE,6,9
Canberra,GPE,6,9
1927,DATE,6,9
Federal Parliament,ORG,6,9
Melbourne,GPE,6,9
Parliament House,ORG,6,9
Melbourne,GPE,6,9
"More than 26,000 square kilometres",QUANTITY,7,9
"10,000 sq mi",QUANTITY,7,9
Victorian,NORP,7,9
More than 50%,PERCENT,7,9
33%,PERCENT,7,9
7%,PERCENT,7,9
"6,000 square kilometres",QUANTITY,7,9
"2,300 sq mi",QUANTITY,7,9
2003–04,CARDINAL,7,9
Victorian,NORP,7,9
more than 3 million,CARDINAL,7,9
2 million tonnes,QUANTITY,7,9
nearly 90%,PERCENT,7,9
Australian,NORP,7,9
third,ORDINAL,7,9
Last year,DATE,7,9
"121,200 tonnes",QUANTITY,7,9
"270,000 tonnes",QUANTITY,7,9
Victoria,ORG,8,9
1975,DATE,8,9
1855,DATE,8,9
the United Kingdom Parliament,ORG,8,9
the Victoria Constitution Act 1855,LAW,8,9
Parliament,ORG,8,9
The Victorian Constitution,LAW,8,9
Victoria,GPE,8,9
three-fifths,CARDINAL,8,9
Victorian,NORP,8,9
Mallee,PERSON,9,9
Wimmera,PERSON,9,9
Victoria,GPE,9,9
32,CARDINAL,9,9
90,CARDINAL,9,9
F,PRODUCT,9,9
summer,DATE,9,9
15,CARDINAL,9,9
59,CARDINAL,9,9
F,ORG,9,9
winter,DATE,9,9
monthly,DATE,9,9
2–7,CARDINAL,9,9
4–13,WORK_OF_ART,9,9
F,ORG,9,9
Melbourne,GPE,9,9
Victoria,PERSON,9,9
World War II,EVENT,9,9
48.8,CARDINAL,9,9
119.8,CARDINAL,9,9
F,ORG,9,9
Hopetoun,GPE,9,9
7 February 2009,DATE,9,9
2009,DATE,9,9
Australia,GPE,9,9
Victorian,NORP,10,9
the Victoria Department of Education,ORG,10,9
the Roman Catholic Church,ORG,10,9
British,NORP,10,9
Victoria,PERSON,10,9
Jewish,NORP,10,9
Islamic,NORP,10,9
secondary,ORDINAL,10,9
Victoria,GPE,10,9
four,CARDINAL,10,9
Melbourne High School,ORG,10,9
MacRobertson Girls' High School,ORG,10,9
John Monash Science School,ORG,10,9
Nossal High School,ORG,10,9
Suzanne Cory High School,PERSON,10,9
The Victorian College of the Arts Secondary School,ORG,10,9
Victoria,GPE,11,9
Ford,ORG,11,9
Toyota,ORG,11,9
Holden,ORG,11,9
three,CARDINAL,11,9
the 21st century,DATE,11,9
Australia,GPE,11,9
Toyota,ORG,11,9
February 2014,DATE,11,9
year of 2017,DATE,11,9
Holden,ORG,11,9
May 2013,DATE,11,9
Ford,ORG,11,9
December of the same year,DATE,11,9
Ford,ORG,11,9
Victorian,NORP,11,9
Broadmeadows,GPE,11,9
Geelong,ORG,11,9
October 2016,DATE,11,9
Victoria,ORG,12,9
Gippsland,GPE,12,9
Victorian,NORP,12,9
"almost 2,000",CARDINAL,12,9
"6,600",CARDINAL,12,9
Mount Bogong,LOC,12,9
"1,986",CARDINAL,12,9
"6,516",CARDINAL,12,9
Victoria,GPE,12,9
Murray River,LOC,12,9
Ovens River,LOC,12,9
Goulburn River,FAC,12,9
Patterson River,LOC,12,9
King River,LOC,12,9
Campaspe River,LOC,12,9
Loddon River,LOC,12,9
Wimmera River,GPE,12,9
Elgin River,LOC,12,9
Barwon River,LOC,12,9
Thomson River,GPE,12,9
Snowy River,LOC,12,9
Latrobe River,LOC,12,9
Yarra River,LOC,12,9
